index	*ID	version	disabled	spawnable	disableChronicle	DropConditionCalc	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Shadow Killer	334	100		1					1	1	75	78	7cs	battle cestus		5	5000				invaxfu				dmg%		170	220	reduce-ac		25	25	extra-cold		15	20	mana-kill		10	15	hit-skill	Winters Pulse	15	20	ethereal		1	1	dmg-cold	25	150	300	oskill_hide	Hidden Charm Passive	1	1																		0
Gimmershred	335	100		1					1	1	74	80	7ta	flying axe		5	5000	lgrn							dmg%		300	350	dmg-fire		218	483	dmg-cold	25	176	397	dmg-ltng		29	501	extra-elem		10	10	stack		60	60	swing2		30	30	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1														0
Griffon's Eye	336	100		1					1	1	84	76	ci3	diadem		5	5000								ac		100	200	cast2		25	25	allskills		1	1	extra-ltng		10	15	pierce-ltng		15	20																														0
Windhammer	337	100		1					1	1	81	83	7m7	ogre maul		5	5000	cblu	cblu		invmau				dmg%		300	350	crush		15	20	swing2		60	60	hit-skill	Twister	15	50	oskill_hide	Hidden Charm Passive	1	1																														0
Thunderstroke	338	100		1					1	1	50	65	amf	matriarchal javelin		5	5000	dblu	dblu						dmg%		150	200	dmg-ltng		1	511	hit-skill	Arc	10	20	swing2		15	15	pierce-ltng		15	15	skill	Lightning Bolt	3	3	skilltab	2	2	4	rep-quant	100			oskill_hide	Hidden Charm Passive	1	1														0
Giant Maimer	339	100							1	1						5	5000	cred	cred																																																							0
Demon's Arch	340	100		1					1	1	55	68	7s7	balrog spear		5	5000	cred	cred						dmg%		200	250	dmg-fire		232	423	lifesteal		6	12	rep-quant	100			swing2		30	30	dmg-ltng		23	433	oskill_hide	Hidden Charm Passive	1	1																						0
Boneflame	341	100		1					1	1	80	80	nee	Succubus Skull		3	5000	dred	dred						ac%		120	150	move2		20	20	skill	FireGolem	3	5	nec		2	3	res-all		20	30	extra-fire		20	25	oskill_hide	Hidden Charm Passive	1	1																						0
Steel Pillar	342	100		1					1	1	60	69	7p7	war pike		3	5000								dmg%		210	260	swing2		25	25	reduce-ac		20	20	ac%		50	80	indestruct		1	1	crush		15	15	aura	Thorns	10	15	oskill_hide	Hidden Charm Passive	1	1																		0
Nightwing's Veil	343	100		1					1	1	65	67	uhm	spired helm		3	5000	cblu	cblu						ac%		100	180	allskills		2	2	dex		10	20	abs-cold		10	15	nofreeze		1	1	extra-cold		15	25	ease		-25	-25																						0
Crown of Ages	344	100		1					1	1	82	82	urn	corona		3	5000	dgld	dgld						balance2		30	30	res-all		20	30	allskills		1	1	ac		100	150	indestruct		1	1	red-dmg%		10	15	ac%		50	50	sock		1	2																		0
Andariel's Visage	345	100		1					1	1	85	83	usk	demonhead		3	5000	dred	dred						ac%		100	150	res-pois		70	70	allskills		2	2	res-pois-max		10	10	swing2		20	20	str		25	30	gethit-skill	Blightburst	15	5	charged	Venom	20	3	lifesteal		8	10	res-fire		-30	-30										0
Darkfear	346	100							1	1			ulm	armet		5	5000	blac			invhlmu																																																					0
Dragonscale	347	100		1					1	1	84	80	pae	zakarum shield		3	5000	dgrn	dgrn						ac%		170	200	abs-fire%		15	15	res-fire-max		5	5	str		25	25	aura	Holy Fire	12	15	extra-fire		15	20	pierce-fire		15	20	oskill_hide	Hidden Charm Passive	1	1																		0
Steel Carapace	348	100		1					1	1	60	66	uul	shadow plate		3	5000	dgry	dgry						ac%		190	220	balance2		30	40	ease		-25	-25	red-dmg%		10	15	red-dmg		10	15	gethit-skill	Inner Sight	10	12	aura	Thorns	8	10																						0
Medusa's Gaze	349	100		1					1	1	84	76	uow	aegis		3	5000	lred	lred		invtowu				ac%		150	180	hit-skill	Decrepify	9	5	gethit-skill	Decrepify	15	5	lifesteal		5	9	res-all		30	50	oskill_hide	Hidden Charm Passive	1	1																										0
Ravenlore	350	100		1					1	1	82	74	dre	sky spirit		3	5000	dgld	dgld						ac%		120	150	res-all		15	25	skilltab	17	3	3	enr		20	30	pierce-fire		10	20	skill	Raven	7	7																										0
Boneshade	351	100		1					1	1	85	83	7bw	lich wand		3	5000	dgry	dgry		invbwnu				nec		2	3	cast2		25	35	skilltab	7	1	2	skill	Teeth	3	5	skill	Bone Armor	3	5	skill	Bone Spear	3	5	skill	Bone Spirit	3	5	extra-mag		10	15	oskill_hide	Hidden Charm Passive	1	1														0
Nethercrow	352	100							1	1						3	5000	cblu	cblu																																																							0
Flamebellow	353	100		1					1	1	60	71	7gs	balrog blade		3	5000	cred	cred		invgisu				dmg%		170	240	dmg-fire		233	482	fireskill		3	3	abs-fire%		10	20	hit-skill	Cinderstorm	15	5	str		10	20	extra-fire		10	20	oskill	Inferno	20	30	oskill_hide	Hidden Charm Passive	1	1														0
Death's Fathom	354	100		1					1	1	81	81	obf	dimensional shard		3	5000	lblu			deaths_fathom				sor		3	3	extra-cold		15	30	cast2		20	20	res-fire		25	40	res-ltng		25	40	oskill_hide	Hidden Charm Passive	1	1																										0
Wolfhowl	355	100		1					1	1	85	79	bac	fury visor		3	5000	cred	cred						ac%		120	150	skilltab	14	2	3	str		8	15	dex		8	15	vit		8	15	oskill	Wearwolf	3	6	charged	Summon Fenris	18	15	oskill	Shape Shifting	3	6	oskill	Feral Rage	3	6														0
Spirit Ward	356	100		1					1	1	60	68	uts	ward		3	5000	dblu	dblu		invgtsu				ac%		130	180	red-dmg%		10	10	res-all		30	40	block		20	30	block2		25	25	randclassskill	3	0	6	oskill_hide	Hidden Charm Passive	1	1																						0
Kira's Guardian	357	100		1					1	1	70	77	ci2	tiara		3	5000	blac	blac						ac		50	120	res-all		50	70	nofreeze		1	1	balance2		20	20	ease		30	30																														0
Ormus' Robes	358	100		1					1	1	85	85	uui	dusk shroud		3	5000	blac	blac						ac		200	300	cast2		30	50	extra-elem		20	20	pierce-elem		10	10	skill-rand	3	36	60	skill-rand	3	36	60	skill-rand	3	36	60																						0
Gheed's Fortune	359	100		1					1	1	60	55	cm3	charm	1001	3	5000	lgld			invscm3				mag%		50	75	gold%		100	200	cheap		10	10	charm-property		3	3																																		0
Stormlash	360	100		1					1	1	86	82	7fl	scourge		3	5000	dgry	dgry						dmg%		300	400	swing2		30	30	hit-skill	Static Field	5	10	hit-skill	Dust Devils	15	7	dmg-ltng		1	473	crush		15	15	pierce-dmg		10	10	oskill_hide	Hidden Charm Passive	1	1																		0
Halaberd's Reign	361	100		1					1	1	75	77	bae	conqueror crown		3	5000								ac%		140	170	skilltab	13	1	2	bar		2	2	balance2		20	20	regen		15	23	skill	Battle Orders	3	3	skill	Korlics Fury	2	3																						0
Warriv's Warder	362	100							1	1						3	5000																																																									0
Spike Thorn	363	100		1					1	1	75	80	upk	blade barrier		5	5000	dyel	dyel		invspku				ac%		120	150	thorns/lvl	24			aura	Thorns	20	30	balance2		30	30	red-dmg%		15	20	sock		2	3	oskill_hide	Hidden Charm Passive	1	1																						0
Dracul's Grasp	364	100		1					1	1	84	76	uvg	vampirebone gloves		5	5000	dred	dred						ac%		90	120	lifesteal		7	10	openwounds		25	25	hit-skill	Life Tap	5	10	heal-kill		5	10	str		10	15																										0
Frostwind	365	100		1					2	1	60	70	7ls	cryptic sword		5	5000	cblu	cblu		invlsdu				dmg%		180	230	extra-cold		15	25	half-freeze		1	1	dmg-cold	150	237	486	swing2		25	25	abs-cold%		7	15	oskill	Hurricane	20	30	oskill_hide	Hidden Charm Passive	1	1																		0
Templar's Might	366	100		1					8	1	70	74	uar	sacred armor		5	5000	cgrn			invaaru				ac%		170	220	balance2		20	20	ac-miss		250	300					str		10	15	vit		10	15	skilltab	10	1	2	dmg%		100	100																		0
Eschuta's temper	367	100		1					1	1	70	75	obc	eldritch orb		5	5000	cred							sor		1	3	cast2		40	40	extra-fire		10	20	extra-ltng		10	20	enr		20	30	skill-rand	3	36	65	oskill_hide	Hidden Charm Passive	1	1																						0
Firelizard's Talons	368	100		1					1	1	84	81	7lw	feral claws		5	5000								dmg%		200	270	swing2		25	30	skilltab	20	1	3	dmg-fire		236	480	extra-fire		10	20	pierce-fire		10	20	hit-skill	Infernal Orb	10	5	charge-noconsume		50	50	oskill_hide	Hidden Charm Passive	1	1														0
Sandstorm Trek	369	100		1					2	1	60	64	uvb	scarabshell boots		5	5000								ac%		140	170	move2		20	20	balance2		20	20	hp/lvl	8			res-pois		40	70	rep-dur	5			str		10	15	vit		10	15																		0
Marrowwalk	370	100		1					1	1	70	76	umb	boneweave boots		5	5000	dgry							ac%		170	200	move2		20	30	half-freeze		1	1	skill	Skeleton Mastery	3	5	str		10	20	dex		17	17	nec		1	2																						0
Heaven's Light	371	100		1					1	1	69	75	7sc	mighty scepter		5	5000	cblu	cblu						dmg%		250	300	swing2		20	20	reduce-ac		33	33	aura	Sanctuary	10	10	demon-heal		15	20	crush		10	15	sock		1	3	pal		2	3	oskill_hide	Hidden Charm Passive	1	1														0
Merman's Sprocket	372	100								1																																																																0
Arachnid Mesh	373	100		1					1	1	87	80	ulc	spiderweb sash		5	5000	blac	blac						ac%		90	120	cast2		20	20	charged	Venom	11	3	allskills		1	1	slow		10	10	mana%		20	20																										0
Nosferatu's Coil	374	100		1					1	1	50	51	uvc	vampirefang belt		5	5000								str		15	15	mana-kill		2	2	slow		5	10	lifesteal		5	7	swing2		10	10	light		-3	-3																										0
Metalgrid	375	100		1					7	1	85	81	amu	amulet		5	5000				invamu2				ac		300	350	res-all		25	35	att		400	450	oskill	IronGolem	1	1																																		0
Verdungo's Hearty Cord	376	100		1					1	1	60	63	umc	mithril coil		5	5000	blac	blac						ac%		90	140	vit		30	40					balance2		10	10	red-dmg%		10	15	regen		10	13																										0
Siggard's Stealth	377	100							1	1						5	5000																																																									0
Carrion Wind	378	100		1					5	1	67	60	rin	ring		3	5000				invring1				extra-pois		10	10	lifesteal		6	9	res-pois		50	100	gethit-skill	Blightburst	10	5	hit-skill	Twister	10	25	move1		10	10	dex		10	15																						0
Giant Skull	379	100		1					1	1	60	65	uh9	bone visage		3	5000	lgry	lgry		invbhm				ac		250	320	str		25	35	oskill	Stun	5	5	healperhit		2	4	att		180	220	ease		50	50																										0
Astreon's Iron Ward	380	100		1					1	1	70	75	7ws	caduceus		3	5000	blac	blac						dmg		250	300	hit-skill	Decrepify	9	5	skill	Smite	3	3	swing2		20	25	dmg-mag		80	240	red-dmg		10	15	skilltab	9	2	4	crush		10	10	oskill_hide	Hidden Charm Passive	1	1														0
Annihilus	381	100		1					1	1	110	75	cm1	charm		3	5000			flpmss	invmss	item_gem	12	item_gem	allskills		1	1	all-stats		10	10	res-all		10	10	addxp		5	5	charm-property		1	1	uberstone-property		1	1																										0
Arioc's Needle	382	100		1					1	1	85	81	7sr	hyperion spear		3	5000								dmg%		300	350	hit-skill	Venom	10	30	deadly		25	25	ignore-ac		1	1	allskills		2	4	swing2		30	30	dmg-norm		50	100	oskill_hide	Hidden Charm Passive	1	1																		0
Cranebeak	383	100		1					1	1	50	63	7mp	war spike		3	5000	dgry			invmpiu				dmg%		240	300	dmg-ltng		1	305	swing2		40	40	reduce-ac		25	25	mag%		20	50	oskill	Warp	1	1	pierce-dmg		10	10	oskill_hide	Hidden Charm Passive	1	1																		0
Nord's Tenderizer	384	100		1					1	1	65	68	7cl	truncheon		3	5000				invclbu				dmg%		270	330	freeze		2	4	swing2		25	25	hit-skill	Hailstorm	12	2	att		150	180	abs-cold%		5	15	dmg-cold	50	205	455	oskill_hide	Hidden Charm Passive	1	1																		0
Earth Shifter	385	100		1					2	1	77	85	7gm	thunder maul		3	5000								dmg%		250	300	hit-skill	Eruption	10	30	crush		20	20	extra-fire		30	40	pierce-fire		25	30	skilltab	16	3	5	swing1		30	40	oskill_hide	Hidden Charm Passive	1	1																		0
Wraith Flight	386	100		1					1	1	70	76	7gl	ghost glaive		3	5000	dblu	dblu						dmg%		280	350	rep-quant	100			lifesteal		9	13	mana-kill		15	15	dmg-undead		100	200	dmg-norm		50	100	dmg-mag		100	200	ethereal		1	1	oskill_hide	Hidden Charm Passive	1	1														0
Bonehew	387	100		1					1	1	75	80	7o7	ogre axe		3	5000	bwht	bwht						dmg%		300	350	swing2		30	30	deadly		20	20	hit-skill	Bone Spear	20	50	noheal		1	1	pierce-mag		20	25	extra_bonespears		2	2	oskill_hide	Hidden Charm Passive	1	1																		0
Ondal's Wisdom	388	100		1					1	1	60	66	6cs	elder staff		3	5000				invcstu				cast2		40	60	enr		40	50	allskills		2	4	ac		450	550	addxp		10	10	red-mag		5	8	oskill_hide	Hidden Charm Passive	1	1																						0
The Redeemer	389	100		1					1	1	85	85	7sc	mighty scepter		3	5000								dmg%		300	350	dmg-demon		200	250	pal		2	2	hit-skill	Holy Bolt	10	40	skill	Redemption	2	4	extra_holybolt		1	1	reduce-ac		33	33	dmg-norm		60	120	oskill_hide	Hidden Charm Passive	1	1														0
Head Hunter's Glory	390	100		1					1	1	83	75	ush	troll nest		3	5000				invbshu				ac		320	420	dmg%		100	100	res-all		30	40	hp%		10	10	heal-kill		5	10	gold%		100	200	oskill_hide	Hidden Charm Passive	1	1																						0
Steelrend	391	100		1					1	1	70	70	uhg	ogre gauntlets		3	5000								ac		170	210	str		15	20	dmg%		30	60	crush		10	15	openwounds		15	15	aura	Thorns	5	10	att		50	100																						0
Spring Facet	392	100		1					1	1	85	49	jew	jewel		3	5000								dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	death-skill	Chain Lightning	100	47																																		0
Winter Facet	393	100		1					1	1	85	49	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	death-skill	Blizzard	100	37																																		0
Summer Facet	394	100		1					1	1	85	49	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	death-skill	Meteor	100	31																																		0
Autumn Facet	395	100		1					1	1	85	49	jew	jewel		3	5000								pierce-pois		3	5	extra-pois		3	5	death-skill	Poison Nova	100	51																																						0
Thunder Facet	396	100		1					1	1	85	49	jew	jewel		3	5000								dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	levelup-skill	Nova	100	41																																		0
Rime Facet	397	100		1					1	1	85	49	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	levelup-skill	Frost Nova	100	43																																		0
Burnt Facet	398	100		1					1	1	85	49	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	levelup-skill	Blaze	100	29																																		0
Toxic Facet	399	100		1					1	1	85	49	jew	jewel		3	5000								pierce-pois		3	5	extra-pois		3	5	levelup-skill	Venom	100	23																																						0
Hellfire Torch	400	100			1				1	1	75	75	cm2	charm		3	5000			flptrch	invtrch	item_gem	12	item_gem	allskills		2	2	all-stats		10	10	res-all		10	10	charm-property		2	2	ubertorch-property		1	1																														0
Cold Rupture	401	100	1		1		2	2	1	1	69	75	cs1	charm		3	5000	lblu	lblu						pierce-immunity-cold		300	300	res-cold		-90	-70	charm-property		3	3																																						0
Flame Rift	402	100	1		1		2	2	1	1	69	75	cs1	charm		3	5000	lred	lred						pierce-immunity-fire		300	300	res-fire		-90	-70	charm-property		3	3																																						0
Crack of the Heavens	403	100	1		1		2	2	1	1	69	75	cs1	charm		3	5000	lyel	lyel						pierce-immunity-light		300	300	res-ltng		-90	-70	charm-property		3	3																																						0
Rotting Fissure	404	100	1		1		2	2	1	1	69	75	cs1	charm		3	5000	lgrn	lgrn						pierce-immunity-poison		300	300	res-pois		-90	-70	charm-property		3	3																																						0
Bone Break	405	100	1		1		2	2	1	1	69	75	cs1	charm		3	5000	whit	whit						pierce-immunity-damage		300	300	red-dmg%		-20	-10	charm-property		3	3																																						0
Black Cleft	406	100	1		1		2	2	1	1	69	75	cs1	charm		3	5000	lgry	lgry						pierce-immunity-magic		300	300	res-mag		-65	-45	charm-property		3	3																																						0
Warlock Class Pack		0																																																																								0
Ars Al'Diablolos	407	100		1					2	1	80	80	waf	blasphemous grimoire		5	5000	cred	cred		invbbb				skilltab	23	2	2	gethit-skill	Storm Pulse	15	30	cast1		25	25	ac%		170	200	extra-fire		15	25	light		5	10	mana-kill		5	10	res-fire		20	30	skill	Apocalypse	3	5														0
Ars Tor'Baalos	408	100		1					2	1	70	73	wae	blasphemous compendium		5	5000				invbbb				skilltab	21	2	2	gethit-skill	Decrepify	15	1	skill	Demonic Mastery	2	3	skill	Blood Boil	2	4	skill	Engorge	2	3	skill	Consume	2	3	ac%	 	120	150	hp/lvl	12			red-dmg%		5	10														0
Ars Dul'Mephistos	409	100		1					1	1	70	78	wac	occult tome		5	5000	cblu	cblu		invbbb				war		2	2	gethit-skill	Hailstorm	15	8	cast1		20	30	balance1		30	30	dmg%		70	115	att%		50	70	ac%		140	170	pierce-mag		10	20	mag%		10	25														0
Measured Wrath	410	100		1					2	1	50	52	wa6	burnt text		3	5000				invbbb				war		1	1	gethit-skill	Ring of Fire	10	25	cast1		25	25	ac%		130	180	skill	Summon Tainted	1	3	skill	Ring of Fire	1	3	skill	Flame Wave	1	3	vit		10	20	heal-kill		3	5	res-all		20	30										0
Dreadfang	411	100		1					2	1	69	61	72h	legend sword		3	5000	blac	blac		inv2hsu				hit-skill	Amplify Damage	33	3	swing1		33	33	dmg%		133	166	manasteal		3	6	deadly		33	33	skill	Mirrored Blades	3	3	att%		33	33	ease		-33	-33																		0
Wraithstep	412	100		1					2	1	60	67	utb	mirrored boots		3	5000	lgry	lgry						skilltab-war		1	1	move1		30	30	balance1		20	20	ac		40	60	dex		10	15	enr		10	15																										0
Bloodpact Shard	413	100		1					2	1	60	67	7di	mithril point		3	5000	dred	dred						allskills		1	1	cast1		30	30	hp%		10	15	skill	Blood Oath	2	3	skill	Blood Boil	2	3	skill	Bind Demon	1	3	mag%		20	35	slow		10	10																		0
Sling	414	100		1					1	1	50	50	rin	Ring		3	5000			flprin					oskill	Townportal O Skill	1	1	cast1		10	10	pierce-mag		3	5	enr		10	15	slow		15	15	mag%		10	20																										0
Opalvein	415	100		1					1	1	50	50	rin	Ring		3	5000			flprin					att-skill	Flame Wave	2	15	magdam-rand		1	1	cast1		10	10	res-all		6	8	heal-kill		1	3	mana-kill		1	3																										0
Entropy Locket	416	100		1					1	1	50	54	amu	Amulet		3	5000								hit-skill	Miasma Chains	9	25	extra-mag		5	10	cast1		5	10	res-ltng		25	40	mana%		10	15	red-mag		8	12																										0
Gheed's Wager	417	100		1					1	1	70	71	utc	troll belt		3	5000	dgld	dgld						cast1		10	20	balance1		10	20	move1		10	20	ac%		90	150	pierce-mag		3	7	res-all		5	15	gold%		44	75																						0
Unique Warlock Helm	418	100		1					2	1	50	50	xsk	death mask		3	5000				invmsk				allskills		1	1	pierce-fire		5	8	pierce-mag		5	8	cast1		20	20	swing2		20	20	ac%		150	215	mana-kill		4	6																						0
Defender's Bile	419	100							1		110	75	cjw	jewel		3	5000				invgswe				gethit-skill	Venom	5	40	extra-pois		20	25	dmg-pois	25	975	975	pierce-pois		10	15	addxp		3	5	mag%		30	50	gold%		30	50																						0
Guardian's Thunder	420	100							1		110	75	cjw	jewel		3	5000				invgswe				gethit-skill	Static Field	5	40	extra-ltng		20	25	dmg-ltng		1	300	pierce-ltng		10	15	addxp		3	5	mag%		30	50	gold%		30	50																						0
Protector's Frost	421	100							1		110	75	cjw	jewel		3	5000				invgswe				gethit-skill	Korlics Fury	5	40	extra-cold		20	25	dmg-cold	100	50	200	pierce-cold		10	15	addxp		3	5	mag%		30	50	gold%		30	50																						0
Defender's Fire	422	100							1		110	75	cjw	jewel		3	5000				invgswe				gethit-skill	Enchant	5	40	extra-fire		20	25	dmg-fire		100	250	pierce-fire		10	15	addxp		3	5	mag%		30	50	gold%		30	50																						0
Protector's Stone	423	100							1		110	75	cjw	jewel		3	5000				invgswe				gethit-skill	Battle Orders	5	40	dmg%		100	150	dmg-norm		25	50	pierce-dmg		10	15	addxp		3	5	mag%		30	50	gold%		30	50																						0
Guardian's Light	424	100							1		110	75	cjw	jewel		3	5000				invgswe				gethit-skill	Hex Bane	5	40	extra-mag		20	25	dmg-mag		40	80	pierce-mag		10	15	addxp		3	5	mag%		30	50	gold%		30	50																						0
PreCrafted Cold Rupture	425	100		1					2	1	69	75	cs1	charm		3	5000	lblu	lblu						pierce-immunity-cold		300	300	res-cold		-90	-70	charm-property		3	3																																						0
PreCrafted Flame Rift	426	100		1					2	1	69	75	cs1	charm		3	5000	lred	lred						pierce-immunity-fire		300	300	res-fire		-90	-70	charm-property		3	3																																						0
PreCrafted Crack of the Heavens	427	100		1					2	1	69	75	cs1	charm		3	5000	lyel	lyel						pierce-immunity-light		300	300	res-ltng		-90	-70	charm-property		3	3																																						0
PreCrafted Rotting Fissure	428	100		1					2	1	69	75	cs1	charm		3	5000	lgrn	lgrn						pierce-immunity-poison		300	300	res-pois		-90	-70	charm-property		3	3																																						0
