index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Gangrene Reaper	402	100	1			3	1	4	6	hax	hand axe		5	5000	cgrn			invaxe19				dmg%		100	150	dmg-pois	100	55	55	noheal		1	1	rep-dur	15			str		10	10	oskill_hide	393	1	1																										0
Easebringer	403	100	1			1	1	22	22	axe	axe		5	5000				invaxe13				dmg-min		15	20	dmg-max		40	50	ease		-40	-40	swing2		25	25	lifesteal		6	6	oskill_hide	393	1	1																										0
Goreflood	404	100	1			3	1	9	10	axe	axe		5	5000	cred	cred						dmg%		120	170	bloody		1	1	wounds/lvl	24			skilltab	13	1	3	lifesteal		3	5	pierce-fire		5	10	oskill_hide	393	1	1																						0
Long Suffering	405	100	1			1	1	25	25	2ax	double axe		5	5000	dgrn			invaxe12				dmg-norm		20	50	cold-len	200			dmg-pois	100	200	200	slow		20	20	noheal		1	1	openwounds		44	44	oskill_hide	393	1	1																						0
Lungreaver	406	100	1			3	1	14	14	2ax	double axe		5	5000				invaxe11				dmg%		130	180	slow		10	10	lifesteal		5	7	move1		15	15	sock		1	2	oskill_hide	393	1	1																										0
Broken Earth	407	100	1			1	1	29	30	mpi	military pick		5	5000	lgry	lgry						dmg-min		15	20	dmg-max		30	60	hit-skill	Eruption	6	3	dru		1	1	swing1		15	15	res-cold		33	33	res-pois		33	33	oskill_hide	393	1	1																		0
Occam's Razor	408	100	1			3	1	20	23	mpi	military pick		5	5000								dmg%		140	190	deadly		40	40	allskills		1	1	aura	99	5	7	oskill	Melee Mastery	3	6	res-fire		15	25	oskill_hide	393	1	1																						0
Shadazar's Answer	409	100	1			1	1	30	35	wax	war axe		5	5000	lblu	lblu						dmg-norm		20	70	allskills		1	1	knock		2	2	lifesteal		5	5	mana-kill		3	5	red-dmg		8	10	dur		40	40	oskill_hide	393	1	1																		0
Deathflake	410	100	1			3	1	26	30	wax	war axe		5	5000								dmg%		175	200	dmg-max		20	30	charged	raise skeleton	2	40	heal-kill		5	8	dmg-undead		200	200	aura	119	2	4	oskill_hide	393	1	1																						0
Bloody Scalp	411	100	1			1	1	55	44	9ha	hatchet		5	5000								dmg%		100	135	dmg/lvl	8			swing2		20	20	bloody		1	1	deadly		17	17	openwounds		77	77	att%		20	20	oskill_hide	393	1	1																		0
Pure Rancor	412	100	1			3	1	34	38	9ha	hatchet		5	5000	dgrn	dgrn		invhax				dmg%		175	200	bar		2	2	swing2		20	20	res-pois		25	25	dmg-pois	100	466	466	oskill	decrepify	1	3	dur		45	45	oskill_hide	393	1	1																		0
Slayer of Trents	413	100	1			3	1	44	45	9ax	cleaver		5	5000	dgrn			invaxe3				dmg%		170	200	dmg-norm		15	30	dmg-demon		100	100	reduce-ac		15	15	rep-dur	10			charged	Howl	15	10	res-pois		25	35	oskill_hide	393	1	1																		0
Edge of Forever	414	100	1			1	1	50	49	9ax	cleaver		5	5000				invaxe				dmg%		180	210	allskills		1	1	gethit-skill	Chain Lightning	7	12	rep-dur	15			dmg-norm		20	50	res-pois-len		35	35	sock		1	2	oskill_hide	393	1	1																		0
Cryohydra	415	100	1			1	1	55	56	92a	twin axe		5	5000	dblu			invaxe7				dmg%		150	200	dmg-max		30	50	dmg-cold	350	10	20	freeze		5	5	res-fire		55	55	res-cold		30	40	gethit-skill	Ice Bolt	75	20	oskill_hide	393	1	1																		0
Harvest of Souls	416	100	1			3	1	48	50	92a	twin axe		5	5000	blac			invaxe22				dmg%		190	230	swing3		30	30	oskill	bone spirit	4	7	aura	118	8	12	dmg-undead		175	175	lifesteal		5	8	noheal		1	1	oskill_hide	393	1	1																		0
Cornugon	417	100	1			3	1	50	53	9mp	crowbill		5	5000	oran	oran						dmg%		160	220	dmg-demon		250	250	manasteal		10	10	demon-heal		35	35	ac		35	50	red-dmg		10	15	red-mag		8	12	res-ltng		15	25	oskill_hide	393	1	1														0
Groundshatter	418	100	1			1	1	55	60	9mp	crowbill		5	5000				invmpi				dmg%		200	240	hit-skill	Eruption	12	7	fireskill		2	2	att		250	250	str		20	20	dmg-max		30	50	red-dmg		5	9	res-fire		35	40	res-cold		25	35	oskill_hide	393	1	1										0
Couatl	419	100	1			1	1	55	65	9wa	naga		5	5000	lgrn			invaxe5				dmg%		175	200	dmg-norm		10	50	swing3		50	50	move3		50	50	balance3		50	50	block3		50	50	oskill_hide	393	1	1																						0
Antics of the Jester	420	100	1			3	1	56	57	9wa	naga		5	5000	oran	oran		invwax				dmg%		225	260	howl		1	66	heal-kill		1	10	res-all		1	35	extra-cold		1	10	swing3		55	55	sock		1	2	oskill_hide	393	1	1																		0
Marilith Edge	421	100	1			1	1	64	68	7ha	tomahawk		5	5000	dyel	dyel						dmg%		200	240	allskills		2	2	ignore-ac		1	1	aura	114	1	5	lifesteal		6	6	manasteal		6	6	dmg-to-mana		20	20	oskill_hide	393	1	1																		0
Death Slaad	422	100	1			1	1	69	71	7ax	small crescent		5	5000	blac	dgry		invaxe4				dmg%		350	450	dmg/lvl	8			swing3		60	60	rip		1	1	oskill_hide	393	1	1																														0
Moon Blade	423	100	1			2	1	60	64	7ax	Small Crescent		5	5000								dmg%		190	280	block		15	25	block1		15	15	balance1		20	20	oskill	Life Tap	3	5	res-all		20	25	oskill_hide	393	1	1																						0
Beholder	424	100	1			1	1	72	75	72a	ettin axe		5	5000				invaxe6				dmg%		250	290	swing1		15	15	ac%		25	25	red-dmg%		15	15	res-mag		75	75	res-all		60	80	oskill_hide	393	1	1																						0
Elder Tojanida	425	100	1			1	1	75	80	7mp	war spike		5	5000				invaxe2				dmg%/lvl	33			addxp		3	5	dmg-min		50	75	res-ltng		30	40	res-cold		25	25	extra-fire		15	15	sock		1	1	oskill_hide	393	1	1																		0
Frost Wyrm	426	100	1			1	1	80	84	7wa	berserker axe		5	5000	lblu	lblu		invaxe9				dmg%		150	200	sock		3	3	swing2		20	20	hit-skill	Frost Nova	33	35	gethit-skill	Ice Blast	8	19	abs-cold%		10	15	res-cold		25	25	oskill_hide	393	1	1																		0
Light Phasm	427	100	1			1	1	20	21	lax	large axe		5	5000	whit	whit						dmg-min		10	20	dmg-max		35	45	light		3	3	dmg-ltng		1	75	res-ltng		35	40	dmg-undead		150	150	dmg%		70	100	oskill_hide	393	1	1																		0
Gracehunter	428	100	1			3	1	6	8	lax	large axe		5	5000								dmg%		100	150	swing2		20	20	mag%		20	20	gold%		75	75	manasteal		6	6	oskill_hide	393	1	1																										0
Night Hag	429	100	1			1	1	24	23	bax	broad axe		5	5000	blac	blac						dmg-min		10	20	dmg-max		40	50	dmg-pois	75	133	133	lifesteal		7	7	stupidity		1	1	swing2		15	15	dmg%		70	100	oskill_hide	393	1	1																		0
Mirth Bringer	430	100	1			3	1	12	14	bax	broad axe		5	5000								dmg%		110	160	hit-skill	Inner Sight	10	3	res-pois		20	25	res-cold		20	25	addxp		3	5	oskill_hide	393	1	1																										0
Tendriculos	431	100	1			1	1	27	27	btx	battle axe		5	5000								dmg-min		15	25	dmg-max		50	65	dur		40	40	att%		25	35	crush		15	25	reduce-ac		10	15	dmg%		70	100	oskill_hide	393	1	1																		0
Sandking	432	100	1			3	1	21	23	btx	battle axe		5	5000	lyel	lyel		invaxe1				dmg%		120	170	stupidity		2	2	dmg-fire		8	14	att		120	120	reduce-ac		10	15	oskill_hide	393	1	1																										0
Winter Wolf	433	100	1			1	1	30	33	gax	great axe		5	5000				invaxe16				dmg-min		20	30	dmg-max		55	75	dmg%		70	100	swing2		25	25	gethit-skill	Shiver Armor	6	4	charged	Summon Spirit Wolf	15	8	sock		1	2	dmg%		70	80	oskill_hide	393	1	1														0
Nova Spine	434	100	1			3	1	26	28	gax	great axe		5	5000	cblu	cblu		invgax				dmg%		140	200	hit-skill	Frost Nova	100	9	res-cold		25	30	res-cold-max		5	5	dmg-ltng		1	30	sock		1	2	oskill_hide	393	1	1																						0
Taskmaster's Curse	435	100	1			1	1	31	37	gix	giant axe		5	5000	dred	dred						dmg-min		30	40	dmg-max		60	80	hit-skill	Confuse	4	2	manasteal		6	6	str		45	45	ease		35	35	dex		20	20	hp		30	50	dmg%		70	100	oskill_hide	393	1	1										0
Curseweaver	436	100	1			3	1	30	32	gix	giant axe		5	5000				invaxe10				dmg%		165	200	hit-skill	Decrepify	12	5	swing2		25	25	manasteal		5	7	bar		1	1	oskill	Melee Mastery	1	3	oskill_hide	393	1	1																						0
Sunblighter	437	100	1			1	1	55	45	9la	military axe		5	5000	dyel	dyel						dmg%		180	230	dmg-fire		100	300	res-all		25	25	deadly		44	44	extra-fire		15	15	stupidity		2	2	res-fire		40	50	oskill_hide	393	1	1																		0
Threat of Storms	438	100	1			3	1	38	40	9la	military axe		5	5000	dgry	dgry		invlax				dmg%		175	225	dmg-cold	200	25	40	dmg-ltng		1	150	dmg-fire		40	100	res-all		25	25	aura	118	5	10	swing1		15	15	oskill_hide	393	1	1																		0
Dwarven Honor	439	100	1			1	1	55	51	9ba	bearded axe		5	5000	dgry	dgry						dmg%		180	220	dmg-norm		25	50	red-dmg%		10	15	red-dmg		8	10	rep-dur	20			swing2		20	20	ac		100	150	oskill_hide	393	1	1																		0
Grandiose Dreams	440	100	1			3	1	40	44	9ba	bearded axe		5	5000								dmg%		180	230	mag%		40	40	dmg-max		40	60	allskills		1	1	crush		40	40	hp		60	60	move2		20	20	oskill_hide	393	1	1																		0
Ravid's Bite	441	100	1			3	1	45	47	9bt	tabar		5	5000								dmg%		200	250	hit-skill	Rabies	12	2	swing3		30	30	all-stats		20	20	hp%		15	15	slow		10	20	sock		2	2	allskills		1	1	oskill_hide	393	1	1														0
Spirit Naga	442	100	1			1	1	55	54	9bt	tabar		5	5000	lgrn	lgrn		invbtx				dmg%		190	240	rep-dur	18			ethereal		1	1	dmg-demon		150	150	res-fire		35	35	res-fire-max		10	10	bar		2	2	manasteal		8	8	oskill_hide	393	1	1														0
Brittlequick	443	100	1			1	1	55	59	9ga	gothic axe		5	5000	whit			invaxe15				rep-dur	5			swing3		50	50	dmg%		200	250	dmg-norm		20	40	reduce-ac		10	15	thorns		20	25	bar		1	1	oskill_hide	393	1	1																		0
Tonstrike	444	100	1			3	1	48	50	9ga	gothic axe		5	5000	oran			invaxe18				dmg%		200	250	swing3		30	30	str/lvl	4			deadly		25	25	hit-skill	Molten Boulder	4	9	dru		1	2	sock		2	2	oskill_hide	393	1	1																		0
Ogre's Breath	445	100	1			3	1	50	52	9gi	ancient axe		5	5000	lgry	lgry						dmg%		220	270	swing2		20	20	red-dmg%		10	15	gethit-skill	Decrepify	2	30	str		15	25	dex		-5	-5	regen		1	4	move1		10	10	oskill_hide	393	1	1														0
Mythslayer	446	100	1			1	1	55	58	9gi	ancient axe		5	5000	dgld	dgld		invgix				dmg%		150	200	dmg%/lvl	12			all-stats		15	15	swing2		25	25	att%		30	30	allskills		1	1	charged	Find Item	20	35	balance2		20	20	oskill_hide	393	1	1														0
Woodland Beast	447	100	1			2	1	51	53	7la	feral axe		5	5000								dmg%		200	250	dru		2	3	skilltab	15	1	3	swing2		20	20	deadly/lvl	10			crush/lvl	4			res-all		15	25	oskill_hide	393	1	1																		0
Werewolf Slayer	448	100	1			1	1	65	65	7la	Feral Axe		5	5000	cblu	cblu						dmg%/lvl	16			dmg-min		25	35	dru		1	2	swing3		35	35	move3		40	40	lifesteal		5	8	sock		1	2	oskill	Wearwolf	8	20	oskill	Shape Shifting	8	20	dmg%		100	125	oskill_hide	393	1	1						0
Shapeshifter	449	100	1			1	1	68	69	7ba	silver-edged axe		5	5000				invaxe21				dmg%		200	250	swing3		40	40	skill	Shape Shifting	10	15	hp%		40	40	ethereal		1	1	indestruct		1	1	oskill_hide	393	1	1																						0
Dyer's Eve	450	100	1			1	1	71	73	7bt	decapitator		5	5000				invaxe20				dmg%		200	250	dmg-max		50	100	rip		1	1	lifesteal		12	12	bar		2	2	mag%		40	60	regen		12	15	sock		1	1	oskill_hide	393	1	1														0
Hero's Welcome	451	100	1			1	1	75	79	7ga	champion axe		5	5000				invaxe14				dmg%		225	270	addxp		3	5	cheap		10	15	swing2		20	20	vit/lvl	5			red-dmg%		10	10	res-all		25	25	nofreeze		1	1	oskill_hide	393	1	1														0
Nameless Horror	452	100	1			1	1	80	84	7gi	glorious axe		5	5000								dmg%		275	325	howl		129	129	gethit-skill	Howl	10	20	charged	Bone Prison	77	15	res-pois		88	88	res-pois-len		50	75	res-pois-max		5	5	dmg-pois	300	1024	1024	allskills		2	2	oskill_hide	393	1	1										0
Epee of Speed	453	100	1			1	1	23	24	ssd	short sword		5	5000				invswrd15				dmg-norm		25	50	swing2		30	30	balance2		30	30	move2		20	20	charged	Concentrate	100	8	block		20	25	oskill_hide	393	1	1																						0
Deviljack	454	100	1			3	1	1	5	ssd	short sword		5	5000	lgry	lgry						dmg%		100	150	dmg-demon		100	100	addxp		3	5	cheap		10	10	oskill_hide	393	1	1																														0
Anadek's Sword	455	100	1			1	1	24	26	scm	scimitar		5	5000								dmg-norm		25	50	swing1		15	15	dmg%		50	60	dmg-fire		25	40	res-cold		20	30	rep-dur	25			oskill_hide	393	1	1																						0
Briarblade	456	100	1			3	1	1	8	scm	scimitar		5	5000	dgrn	dgrn						dmg%		100	150	dmg-pois	250	100	100	openwounds		50	50	heal-kill		3	5	deadly		15	15	oskill_hide	393	1	1																										0
Sajorn Jinx	457	100	1			1	1	25	28	sbr	saber		5	5000				invswrd23				dmg-norm		25	55	hit-skill	Iron Maiden	4	3	hp		35	50	att		150	150	lifesteal		4	6	regen-mana		3	6	oskill_hide	393	1	1																						0
Chromablade	458	100	1			3	1	4	10	sbr	saber		5	5000	whit	whit						dmg%		100	150	ease		-100	-100	light		7	7	dmg-norm		5	5	gethit-skill	Fire Bolt	20	4	oskill_hide	393	1	1																										0
Qikadar's Laughter	459	100	1			1	1	26	30	flc	Falchion		5	5000				invswrd25				dmg-min		20	25	dmg-max		50	65	howl		33	33	res-all		20	20	allskills		1	1	swing2		20	20	oskill_hide	393	1	1																						0
Fiendslayer	460	100	1			3	1	4	13	flc	Falchion		5	5000	oran	oran						dmg%		120	170	dmg-demon		200	200	att-demon		200	200	demon-heal		5	8	swing2		20	20	res-all		20	20	oskill_hide	393	1	1																						0
Quartz Star	461	100	1			1	1	27	31	crs	crystal sword		5	5000								dmg-norm		30	65	manasteal		6	6	res-fire		25	25	block2		15	15	dex		20	20	mag%		35	35	oskill_hide	393	1	1																						0
Irksome Edge	462	100	1			3	1	8	17	crs	crystal sword		5	5000	oran	oran						dmg%		130	180	ease		25	25	hit-skill	Static Field	8	7	manasteal		5	5	knock		1	1	howl		88	88	oskill_hide	393	1	1																						0
Simpering Sword	463	0	1			5	1	6	13	crs	Crystal Sword		5	5000	lgry	lgry						deadly		50	50	mag%		10	25	dmg-cold	100	3	6	dmg%		100	100	dur		25	75	dmg-mag		5	10	oskill_hide	393	1	1																						0
Omni-Slash	464	100	1			1	1	28	32	bsd	Broad Sword		5	5000				invswrd11				dmg%		100	140	dmg-norm		15	35	swing3		20	20	sock		2	2	deadly		20	20	thorns		20	20	oskill_hide	393	1	1																						0
Conquistador	465	100	1			3	1	10	22	bsd	Broad Sword		5	5000	blac			invswrd7				dmg%		135	185	crush		25	25	lifesteal		5	7	swing2		15	15	hp		35	50	oskill	sacrifice	1	3	oskill_hide	393	1	1																						0
Honor Guard	466	100	1			1	1	29	34	lsd	long sword		5	5000	whit	whit						dmg-norm		40	70	block3		30	30	balance3		30	30	swing3		30	30	block		10	20	hp%		15	15	knock		1	1	oskill_hide	393	1	1																		0
Winterswipe	467	100	1			3	1	16	25	lsd	long sword		5	5000								dmg%		150	200	dmg-cold	600	10	20	freeze		1	1	swing2		25	25	aura	114	3	5	res-cold		75	75	oskill_hide	393	1	1																						0
Orc Slayer	468	100	1			3	1	24	31	wsd	war sword		5	5000	dgrn	dgrn						dmg%		100	150	dmg-norm		10	20	dmg-demon		100	100	demon-heal		20	20	att		100	100	openwounds		35	50	res-pois-max		15	15	oskill_hide	393	1	1																		0
Warrior Untamed	469	100	1			1	1	30	36	wsd	war sword		5	5000				invswrd16				dmg-norm		40	100	oskill	shout	1	1	oskill	battle orders	1	1	oskill	battle command	1	1	ease		50	50	swing2		40	40	oskill_hide	393	1	1																						0
Bridge of Pain	470	100	1			1	1	55	39	9ss	gladius		5	5000	blac	blac						dmg%		150	220	dmg-norm		20	40	deadly		15	15	crush		10	15	noheal		1	1	openwounds		33	33	sock		1	1	oskill_hide	393	1	1																		0
Cursebreaker	471	100	1			3	1	26	34	9ss	gladius		5	5000				invswrd5				dmg%		180	230	swing2		20	20	gethit-skill	Amplify Damage	8	3	aura	109	12	15	str		15	15	res-fire		20	40	hp		50	50	oskill_hide	393	1	1																		0
Darkkon	472	100	1			1	1	55	41	9sm	cutlass		5	5000	dgry	dgry						dmg%		150	190	dmg-norm		20	40	stupidity		3	3	light		-3	-3	dur		55	55	str		20	20	res-ltng		25	35	oskill_hide	393	1	1																		0
Deathfoe	473	100	1			3	1	28	36	9sm	cutlass		5	5000				invswrd10				dmg%		185	235	rip		1	1	addxp		5	5	dmg-undead		250	250	dmg-norm		15	30	dmg-cold	200	55	75	res-cold		35	35	half-freeze		1	1	oskill_hide	393	1	1														0
Locathah	474	100	1			1	1	55	43	9sb	shamshir		5	5000	dyel			invswrd17				dmg%		150	180	dmg/lvl	8			swing3		40	40	block2		20	20	cast2		20	20	mana		50	60	allskills		1	1	oskill_hide	393	1	1																		0
Death of a Thousand Cuts	475	100	1			3	1	30	38	9sb	shamshir		5	5000	cred	cred		invsbr				dmg%		190	240	wounds/lvl	11			crush/lvl	4			swing3		30	30	oskill	Blade Shield	6	6	lifesteal		6	9	pierce-ltng		8	12	res-ltng		35	35	oskill_hide	393	1	1														0
Fleshbleeder	476	100	1			3	1	32	40	9fc	tulwar		5	5000				invswrd24				dmg%		160	200	dmg-norm		20	40	openwounds		100	100	lifesteal		6	8	heal-kill		6	8	regen		8	8	res-cold		30	35	oskill_hide	393	1	1																		0
Song of the Damned	477	100	1			1	1	55	45	9fc	tulwar		5	5000	lgry	lgry		invflc				dmg%		190	240	dmg/lvl	4			oskill	battle orders	1	1	oskill	revive	1	1	oskill	skeleton mastery	5	8	dmg-und/lvl	32			dex		25	25	swing2		25	25	oskill_hide	393	1	1														0
Pseudodragon	478	100	1			1	1	55	47	9cr	dimensional blade		5	5000	cgrn	cgrn						dmg%		120	150	dmg-norm		30	60	charged	Vengeance	250	12	move2		20	20	vit		20	20	enr		20	20	res-all		20	30	red-dmg%		10	15	oskill_hide	393	1	1														0
Serpent's Sharp	479	100	1			3	1	38	42	9cr	dimensional blade		5	5000	oran	oran		invcrs				dmg%		195	245	rep-dur	15			heal-kill		12	15	res-all		25	35	hp		75	75	dmg-pois	200	1024	1024	pierce-pois		25	25	oskill_hide	393	1	1																		0
Grimlock	480	100	1			1	1	55	49	9bs	battle sword		5	5000								dmg%		190	240	dmg-norm		30	50	swing3		40	40	mag%		40	50	hp		30	50	ignore-ac		1	1	sock		1	3	oskill_hide	393	1	1																		0
Dread Blade	481	100	1			3	1	40	44	9bs	battle sword		5	5000	dyel	dyel		invbsd				dmg%		200	250	dmg-max		40	60	swing2		30	30	allskills		1	1	howl		129	129	oskill	Melee Mastery	3	3	block3		40	40	manasteal		7	7	oskill_hide	393	1	1														0
Troglodyte	482	100	1			1	1	55	52	9ls	rune sword		5	5000				invswrd3				dmg%		180	220	dmg-norm		20	40	reduce-ac		25	25	att%		25	25	lifesteal		6	8	manasteal		6	8	hit-skill	Charged Bolt	7	6	oskill_hide	393	1	1																		0
Bane of All Gods	483	100	1			3	1	42	47	9ls	rune sword		5	5000	dgrn	dgrn		invlsd				dmg%		215	250	dmg-norm		15	30	allskills		1	1	all-stats		10	20	addxp		3	5	dmg-demon		100	100	att%		25	25	sock		1	3	oskill_hide	393	1	1														0
Sahuagin	484	100	1			1	1	55	54	9wd	Ancient Sword		5	5000				invswrd20				dmg%		200	220	dmg-max		40	60	dmg-pois	250	777	777	hit-skill	Lower Resist	3	2	hit-skill	Bone Spear	33	1	red-mag		10	15	abs-fire		10	15	abs-cold		7	10	oskill_hide	393	1	1														0
Dark Descent	485	100	1			3	1	46	49	9wd	ancient sword		5	5000	blac	blac		invwsd				dmg%		220	265	swing2		20	20	res-pois		35	60	res-ltng		20	40	nofreeze		1	1	oskill	slow missiles	3	5	enr		15	15	cast2		20	20	regen		6	6	oskill_hide	393	1	1										0
Celestial Lion	486	100	1			1	1	55	60	7ss	falcata		5	5000	lgld	lgld						dmg%		200	300	dmg-elem	200	50	200	res-all		40	60	swing2		25	25	red-dmg%		10	10	addxp		2	3	oskill_hide	393	1	1																						0
Rabbit Slayer	487	100	1			2	1	45	49	7ss	Falcata		5	5000				invswrd14				dmg%		175	250	move2		25	25	all-stats		20	20	swing3		50	50	rep-dur	700			rip		1	1	oskill_hide	393	1	1																						0
Badger's Bite	488	100	1			1	1	60	64	7sm	ataghan		5	5000				invswrd22				dmg%		200	300	swing3		30	30	allskills		2	2	dmg-pois	25	800	800	noheal		1	1	skilltab	17	1	3	lifesteal		5	8	oskill_hide	393	1	1																		0
Wight's Touch	489	100	1			1	1	65	69	7sb	elegant blade		5	5000				invswrd21				dmg%		100	150	lifesteal		50	50	dmg-mag		256	500	hit-skill	Weaken	25	8	nec		2	2	oskill	Melee Mastery	10	10	sock		1	1	oskill_hide	393	1	1																		0
Megaladon's Bite	490	100	1			1	1	70	72	7fc	hydra edge		5	5000				invswrd18				dmg%		200	300	crush		33	33	deadly		33	33	regen-mana		25	25	reduce-ac		10	20	str/lvl	3			dex/lvl	3			oskill_hide	393	1	1																		0
Kraken's Lash	491	100	1			2	1	54	57	7fc	Hydra Edge		5	5000	dblu	dblu						dmg%		175	230	dmg-norm		20	40	dmg-cold	300	75	100	res-cold		45	55	res-fire		45	55	sock		2	2	heal-kill		3	12	oskill_hide	393	1	1																		0
