Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
vulture1	110	vulture1	vulture2	0	CarrionBird	vulture1	speed_slow_monprop	vulture	Vulture		VD	1													2	6		5	5	1	14	43	75	vulture	vulture	10	15	14	13				70	75	80	8	8	8	75	65	50	30	30	20	40	40	60																			1													1	1																																					100	85	75	-50	-40	-33															25			99	2				15	15	15	5	67	107	84	83	91	121	94							78	117	85	80	80	110	85							107	162	85	68	112	154	85																																																	Swarm 1	Act 2 Champ A	Act 2 Unique A					Swarm 1 (N)	Act 2 (N) Champ A	Act 2 (N) Unique A			Act 2 (N) Champ A Desecrated	Act 2 (N) Unique A Desecrated	Swarm 1 (H)	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated					1	1	0
vulture2	111	vulture1	vulture3	1	UndeadScavenger	vulture2	speed_slow_monprop	vulture	Vulture		VD	1													4	6		5	5	1	15	44	76	vulture	vulture	10	15	14	13				80	80	85	8	8	8	75	65	50	30	30	20	50	50	70																			1						1							1	1																																					100	85	75	-50	-40	-33															25	99		25	2				16	16	16	5	66	107	84	83	91	121	94							78	117	85	80	80	110	85							107	162	85	68	112	154	85																																																	Swarm 1	Act 2 Champ A	Act 2 Unique A					Swarm 1 (N)	Act 2 (N) Champ A	Act 2 (N) Unique A			Act 2 (N) Champ A Desecrated	Act 2 (N) Unique A Desecrated	Swarm 1 (H)	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated					1	1	0
vulture3	112	vulture1	vulture4	2	HellBuzzard	vulture3	speed_slow_monprop	vulture	Vulture		VD	1													4	8		6	6	1	22	52	80	vulture	vulture	10	15	14	13				85	85	90	8	8	8	75	65	50	30	30	20	60	60	80																			1								1					1	1																																					100	85	75	-50	-40	-33															99			25	2				22	22	22	5	66	107	85	83	93	122	94							96	144	85	80	88	121	94							113	171	85	68	123	169	94																																																	Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated					1	1	0
vulture4	113	vulture1	vulture5	3	WingedNightmare	vulture4	speed_slow_monprop	vulture	Vulture		VD	1													6	8		6	6	1	23	50	81	vulture	vulture	10	15	14	13				90	90	95	8	8	8	75	65	50	30	30	20	70	70	80																			1													1	1																																					100	85	75	-50	-40	-33															25	99		25	2				23	23	23	5	65	107	85	83	94	121	92							96	144	85	80	88	121	94							113	171	85	68	123	169	94																																																	Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated					1	1	0
mosquito1	114	mosquito1	mosquito2	0	Sucker	mosquito1		mosquito	Mosquito	drains mana and stamina	MO	1													2	6		6	12	1	21	49	79	mosquito	mosquito	10	15	14	13										40	45	55	40	45	55	5	5	5																			1	1								1				1	1													Mosquito	seq_mosquitoskill	1																						100	75	50	-50	-40	-33																33		99	2				21	21	21	5	21	107	85	74	51	122	94							32	160	95	75	55	105	99							38	189	95	63	77	147	99							A1	stam	60	357	428		100	550	660		100	770	924																														Swarm 2	Act 3 Champ A	Act 3 Unique A					Swarm 2 (N)	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Swarm 2 (H)	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
mosquito2	115	mosquito1	mosquito3	1	Feeder	mosquito2		mosquito	Mosquito	drains mana and stamina	MO	1													4	6		6	12	1	23	51	82	mosquito	mosquito	10	15	14	13										40	45	55	40	45	55	5	5	5																			1	1								1				1	1													Mosquito	seq_mosquitoskill	1																						100	75	50	-50	-40	-33																33		99	2				23	23	23	5	21	107	85	74	54	121	92							32	160	95	75	55	105	99							38	189	95	63	77	147	99							A1	stam	70	400	466		100	550	660		100	770	924																														Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
mosquito3	116	mosquito1	mosquito4	2	BloodHook	mosquito3		mosquito	Mosquito	drains mana and stamina	MO	1													4	8		6	12	1	22	50	81	mosquito	mosquito	10	15	14	13										40	50	55	40	50	60	5	5	5																			1	1								1				1	1													Mosquito	seq_mosquitoskill	1																						100	75	50	-50	-40	-33																33		99	2				22	22	22	5	22	107	85	74	51	122	94							20	100	95	75	50	95	90							21	105	95	63	50	95	90							A1	stam	80	500	571		100	500	600		100	500	600																														Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
mosquito4	117	mosquito1		3	BloodWing	mosquito4		mosquito	Mosquito	drains mana and stamina	MO	1													6	8		6	12	1	24	53	85	mosquito	mosquito	10	15	14	13										40	50	55	40	50	60	5	5	5																			1	1								1				1	1													Mosquito	seq_mosquitoskill	1																						100	75	50	-50	-40	-33																33		99	2				24	24	24	5	21	107	85	74	51	119	92							32	160	95	75	55	105	99							38	189	95	63	77	147	99							A1	stam	90	500	562		100	550	660		100	770	924																														Swarm 2	Act 3 Champ B	Act 3 Unique B					Swarm 2 (N)	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Swarm 2 (H)	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
willowisp1	118	willowisp1	willowisp2	0	Gloam	willowisp1		willowisp	WillOWisp	drains mana	WW	1	1												2	3	40	15	15	1	21	50	80	willowisp	willowisp	10	15	14	13				40	50	60	70	70	70	50	50	50																						willowisplightningbolt			1	1					1			1				1	1													Chain Lightning	SC	1																									-50	-33	0	40			50			40			70			60			99			2				21	21	21	5	44	87	85	74	36	151	94							72	136	115	120	50	127	132							85	160	115	75	70	178	132							A1	mana	40	14	64		40	110	220		40	220	330		SC	ltng	100	5	120		100	6	176		100	5	190																Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated					1	1	0
willowisp2	119	willowisp1	willowisp3	1	SwampGhost	willowisp2		willowisp	WillOWisp	drains mana	WW	1	1												2	4	35	15	15	1	23	53	81	willowisp	willowisp	10	15	14	13				50	60	65	80	80	80	40	40	40																						willowisplightningbolt			1	1					1			1				1	1													Chain Lightning	SC	2																									-50	-33	0	50			60			50			80			70			99			2				23	23	23	5	44	86	85	74	34	154	92							45	85	115	120	45	115	120							47	89	115	75	45	115	120							A1	mana	60	13	66		60	100	200		60	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 3 Wraith B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Wraith B	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Act 3 (H) Wraith B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated					1	1	0
willowisp3	120	willowisp1	willowisp4	2	BurningSoul	willowisp3		willowisp	WillOWisp	drains mana	WW	1	1												3	4	30	15	15	1	26	56	83	willowisp	willowisp	10	15	14	13				60	70	70	85	85	85	35	35	35																						willowisplightningbolt			1	1					1			1				1	1													Chain Lightning	SC	3																									-50	-33	0	60			70			60			85			80			99			2				26	26	26	5	45	86	84	78	36	153	93							77	145	115	120	50	127	132							85	160	115	75	70	178	132							A1	mana	80	17	70		80	120	240		80	220	330		SC	ltng	100	5	120		100	6	192		100	5	190																Act 4 Wraith A	Act 3 Champ A	Act 3 Unique A					Act 4 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 4 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated					1	1	0
willowisp4	121	willowisp1	willowisp5	3	BlackSoul	willowisp4		willowisp	WillOWisp	drains mana	WW	1	1												3	5	20	15	15	1	28	58	85	willowisp	willowisp	10	15	14	13				70	70	75	90	90	90	30	30	30																						willowisplightningbolt			1	1					1			1				1	1													Chain Lightning	SC	4																									-50	-33	0	70			80			70			99			90			99			2				28	28	28	5	44	87	84	82	34	151	93							45	85	115	120	45	115	120							47	89	115	75	45	115	120							A1	mana	90	16	72		90	100	200		90	200	300		SC	ltng	100	5	120		100	5	160		100	5	190																Act 4 Wraith B	Act 3 Champ B	Act 3 Unique B					Act 4 (N) Wraith B	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Act 4 (H) Wraith B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated					1	1	0
arach1	122	arach1	arach2	0	Arach	arach1	speed_slow_monprop	arach	Arach		SP	1													4	6		6	6	1	11	42	73	arach	arach	10	15	14	13				45	55	60	33	33	33	15	20	25	8	8	8	25	25	25																			1	1												1	1							1						SpiderLay	A2	1																						100	75	50	-50	-40	-25													50		99			50	3				12	12	12	5	155	192	84	114	88	138	92							165	209	135	110	80	120	100							253	320	135	95	112	168	100																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C					Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C			Act 1 (N) Champ C Desecrated	Act 1 (N) Unique C Desecrated	Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C			Act 1 (H) Champ C Desecrated	Act 1 (H) Unique C Desecrated							0
arach2	123	arach1	arach3	1	SandFisher	arach2	speed_slow_monprop	arach	Arach		SP	1													6	6		7	7	1	15	45	75	arach	arach	10	15	14	13				55	65	70	40	40	40	15	20	25	8	10	10	30	30	30																			1	1												1	1							1						SpiderLay	A2	2																						100	75	50	-50	-40	-25													50			99		55	3				16	16	16	5	151	191	84	113	91	151	94							150	190	135	110	80	120	100							158	200	135	95	80	120	100																																																	Act 2 H2H A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A			Act 2 (N) Champ A Desecrated	Act 2 (N) Unique A Desecrated	Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated							0
arach3	124	arach1	arach4	2	PoisonSpinner	arach3	speed_slow_monprop	arach	Arach		SP	1													6	8		8	8	1	21	49	78	arach	arach	10	15	14	13				65	75	75	45	45	45	20	25	30	8	12	12	35	35	35																			1	1												1	1							1						SpiderLay	A2	3																						100	75	50	-50	-40	-25													50					99	3				21	21	21	5	151	191	85	113	86	143	94							240	304	135	110	77	116	110							284	360	135	95	108	162	110							A1	pois	33	21	35	1200	33	44	110	1200	33	62	154	1200																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
arach4	125	arach1	arach5	3	FlameSpider	arach4	speed_slow_monprop	arach	Arach		SP	1													8	8		8	9	1	22	50	79	arach	arach	10	15	14	13				75	75	75	50	50	50	33	35	40	8	10	10	40	40	40																			1	1												1	1							1						SpiderLay	A2	4																						100	75	50	-50	-40	-25													50		99			60	3				22	22	22	5	151	192	85	113	93	151	94							240	304	135	110	77	116	110							284	360	135	95	108	162	110							A1	fire	40	21	42		40	28	55		40	39	77																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
arach5	126	arach1	arach6	4	SpiderMagus	arach5	speed_slow_monprop	arach	Arach		SP	1													8	10		8	11	1	23	53	84	arach	arach	10	15	14	13				75	75	75	55	55	55	20	25	30	8	8	8	45	45	45																			1	1												1	1							1						SpiderLay	A2	5																						100	75	50	-50	-40	-25													50		99			65	3				23	23	23	5	151	190	85	114	94	147	92							240	304	135	110	77	116	110							284	360	135	95	108	162	110							A1	pois	50	26	40	3000	50	55	132	3000	50	77	185	3000																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
thornhulk1	127	thornhulk1	thornhulk2	0	ThornedHulk	thornhulk1	speed_slow_monprop	thornhulk	ThornHulk		TH	1													2	6		3	3	1	21	49	79	thornhulk	thornhulk	10	15	14	13				80	80	80	15	15	15	10	10	10	30	30	30	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	1																						100	85	75	-50	-40	-33													25				99		4				21	21	21	5	153	248	85	123	86	143	94	72	143	94				304	368	140	130	99	176	116	83	165	132				360	436	140	103	139	246	116	116	231	132				A2	stun	100			7	100			7	100			7																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
thornhulk2	128	thornhulk1	thornhulk3	1	BrambleHulk	thornhulk2	speed_slow_monprop	thornhulk	ThornHulk		TH	1													4	6		3	3	1	22	50	80	thornhulk	thornhulk	10	15	14	13				85	85	85	25	25	25	10	10	10	40	40	40	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	2																						100	85	75	-50	-40	-33													25				99		4				22	22	22	5	153	248	85	123	93	151	94	79	151	94				304	368	140	130	99	176	116	83	165	132				360	436	140	103	139	246	116	116	231	132				A2	stun	100			7	100			7	100			7																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A					Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A			Act 3 (N) Champ A Desecrated	Act 3 (N) Unique A Desecrated	Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A			Act 3 (H) Champ A Desecrated	Act 3 (H) Unique A Desecrated							0
thornhulk3	129	thornhulk1	thornhulk4	2	Thrasher	thornhulk3	speed_slow_monprop	thornhulk	ThornHulk		TH	1													4	8		3	3	1	23	52	81	thornhulk	thornhulk	10	15	14	13				90	90	90	40	40	40	10	10	10	50	50	50	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	3																						100	85	75	-50	-40	-33													25				99		4				23	23	23	5	153	248	85	123	87	147	92	74	147	92				304	368	140	130	99	176	116	83	165	132				360	436	140	103	139	246	116	116	231	132				A2	stun	100			7	100			7	100			7																													Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
thornhulk4	130	thornhulk1	thornhulk5	3	Spikefist	thornhulk4	speed_slow_monprop	thornhulk	ThornHulk		TH	1													6	10		3	3	1	27	57	84	thornhulk	thornhulk	10	15	14	13				100	100	100	50	50	50	10	10	10	55	55	55	5	3	1	3	4	5																1	1												1	1							1						MonFrenzy	A2	4																						100	85	75	-50	-40	-33													25				99		4				27	27	27	5	152	247	84	133	89	148	93	77	148	93				190	230	140	130	90	160	105	75	150	120				200	242	140	103	90	160	105	75	150	120				A2	stun	100			7	100			7	100			7																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A			Act 4 (N) Champ A Desecrated	Act 4 (N) Unique A Desecrated	Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
vampire1	131	vampire1	vampire2	0	GhoulLord	vampire1		vampire	Vampire	steals life	VA	1	1												2	4		6	6	1	19	49	80	vampire	vampire	11	15	14	13				55	55	55	20	40	50	24	25	25	25	25	35	3	3	3																			1							1			1			1	1		1											VampireFireball	SC	2	VampireFirewall	SC	2	VampireMeteor	SC	2	VampireMissile	SC	2													100	85	75	-50	-40	-25	30				50		30				50	50	30		33	25	99	50	3				19	19	19	5	153	211	84	110	47	116	93							195	260	100	150	50	100	120							269	357	100	124	70	140	120							A1	cold	60	38	115	25	60	50	100	50	60	70	140	75																													Act 2 Cast C	Act 2 Champ C	Act 2 Unique C					Act 2 (N) Cast C	Act 2 (N) Champ C	Act 2 (N) Unique C			Act 2 (N) Champ C Desecrated	Act 2 (N) Unique C Desecrated	Act 2 (H) Cast C	Act 2 (H) Champ C	Act 2 (H) Unique C			Act 2 (H) Champ C Desecrated	Act 2 (H) Unique C Desecrated							0
vampire2	132	vampire1	vampire3	1	NightLord	vampire2		vampire	Vampire	steals life	VA	1	1												2	4		7	7	1	23	54	82	vampire	vampire	11	15	14	13				65	65	65	25	50	60	25	26	26	25	28	39	5	5	5																			1							1			1			1	1		1											VampireFireball	SC	2	VampireFirewall	SC	2	VampireMeteor	SC	2	VampireMissile	SC	2													100	85	75	-50	-40	-25	40				50		35				50	50	35		33	25	99	50	3				23	23	23	5	153	209	85	110	54	121	92							240	320	100	150	55	110	132							284	378	100	124	77	154	132							A1	cold	65	40	60	25	65	55	110	50	65	77	154	75																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
vampire3	133	vampire1	vampire4	2	DarkLord	vampire3		vampire	Vampire	steals life	VA	1	1												2	6		7	7	1	24	55	83	vampire	vampire	11	15	14	13				76	76	76	30	60	70	26	27	27	25	31	43	7	7	7																			1							1			1			1	1		1											VampireFireball	SC	2	VampireFirewall	SC	2	VampireMeteor	SC	2	VampireMissile	SC	2													100	85	75	-50	-40	-25	50				50		40				50	50	40		33	25	99	50	3				24	24	24	5	153	211	85	110	51	119	92							240	320	100	150	55	110	132							284	378	100	124	77	154	132							A1	cold	70	43	62	25	70	55	110	50	70	77	154	75																													Act 3 Cast B	Act 3 Champ B	Act 3 Unique B					Act 3 (N) Cast B	Act 3 (N) Champ B	Act 3 (N) Unique B			Act 3 (N) Champ B Desecrated	Act 3 (N) Unique B Desecrated	Act 3 (H) Cast B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
vampire4	134	vampire1	vampire5	3	BloodLord	vampire4		vampire	Vampire	steals life	VA	1	1												4	6		8	8	1	25	55	83	vampire	vampire	11	15	14	13				85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																			1							1			1			1	1		1											VampireFireball	SC	2	VampireFirewall	SC	2	VampireMeteor	SC	2	VampireMissile	SC	2													100	85	75	-50	-40	-25	60				50		45				50	50	45		33	25	99	50	3				25	25	25	5	152	210	85	113	51	119	93							240	320	100	150	55	110	132							284	378	100	124	77	154	132							A1	cold	75	50	68	25	75	55	110	50	75	77	154	75																													Act 3 Cast C	Act 3 Champ C	Act 3 Unique C					Act 3 (N) Cast C	Act 3 (N) Champ C	Act 3 (N) Unique C			Act 3 (N) Champ C Desecrated	Act 3 (N) Unique C Desecrated	Act 3 (H) Cast C	Act 3 (H) Champ C	Act 3 (H) Unique C			Act 3 (H) Champ C Desecrated	Act 3 (H) Unique C Desecrated							0
vampire5	135	vampire1	vampire6	4	Banished	vampire5		vampire	Vampire	steals life	VA	1	1												2	2		9	9	1	12	43	73	vampire	vampire	11	15	14	13				85	85	85	40	70	80	28	28	28	25	37	51	1	1	1																			1							1			1			1	1		1											VampireFireball	SC	2	VampireFirewall	SC	2	VampireMeteor	SC	2	VampireMissile	SC	2													100	85	75	-50	-40	-25	20				50		20				50	50	50		33	25	99	50	3				13	13	13	5	154	212	84	111	51	126	93							165	220	100	150	50	100	120							253	336	100	124	70	140	120							A1	cold	55	50	87	25	55	50	100	50	55	70	140	75																													Act 1 Cast A	Act 1 Champ A	Act 1 Unique A					Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A			Act 1 (N) Champ A Desecrated	Act 1 (N) Unique A Desecrated	Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A			Act 1 (H) Champ A Desecrated	Act 1 (H) Unique A Desecrated							0
batdemon1	136	batdemon1	batdemon2	0	DesertWing	batdemon1		batdemon	BatDemon	Shocking Hit	BT	1													2	6		7	7	1	15	44	79	batdemon	batdemon	10	15	14	13				33	33	33	20	20	20	60	65	70	50	55	60	8	8	8																			1	1								1				1	1																																					100	85	75	-50	-40	-33													15	25	99				2				16	16	16	5	44	151	84	82	71	101	94	51	101	194				91	143	110	80	65	70	100	80	115	200				126	197	110	68	91	98	100	112	161	200				A2	ltng	65	70	100		65	5	180		65	7	336																														Act 2 H2H A	Act 2 Champ A	Act 2 Unique A					Act 2 (N) H2H A	Act 2 (N) Champ A	Act 2 (N) Unique A			Act 2 (N) Champ A Desecrated	Act 2 (N) Unique A Desecrated	Act 2 (H) H2H A	Act 2 (H) Champ A	Act 2 (H) Unique A			Act 2 (H) Champ A Desecrated	Act 2 (H) Unique A Desecrated					1	1	0
