index	*ID	set	item	*ItemName	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	diablocloneweight	*eol
Palashia's Pointer	583	Palashia's Beginnings	ama	X-Ceremonial Javelin	2	25	63								5	5000	2	dmg%		190	220	dmg-max		40	40	ama		1	2	rep-quant	100			swing2		30	30	lifesteal		7	9	manasteal		5	5	oskill_hide	393	1	1					dmg-ltng		1	100					dmg-norm		30	50					oskill	Throwing Mastery	2	2	oskill	Melee Mastery	2	2																		0
Ripper	584	Viz-Jaq'taar Battlegear	7wb	E-Wrist Sword	2	45	80	dpur	dpur						5	5000	2	dmg%		320	350	dmg-min		40	40	ass		2	3	skilltab	19	2	3	swing3		20	20	att/lvl	4			charge-noconsume		50	50	oskill_hide	393	1	1					crush		10	10					swing3		15	15					dmg-max		60	60					reduce-ac		25	25														0
Ghostly Presence	585	Viz-Jaq'taar Battlegear	ung	E-Diamond Mail	2	45	76	blac	blac						5	5000	2	ac%		100	120	res-ltng		20	30	balance3		25	25	red-dmg%		8	12	mana-kill		4	4	heal-kill		10	10													move3		20	20					gethit-skill	Shout	10	8					aura	Meditation	5	5					ac%		50	50														0
Safe Haven of Mind	586	Viz-Jaq'taar Battlegear	uhl	E-Giant Conch	2	45	72	blac	blac	invbhmu					5	5000	2	ac%		60	80	res-pois		15	25	res-cold		20	30	dmg%		20	30	hp		60	80	allskills		1	1													mag%		25	25					nofreeze		1	1					red-dmg%		5	5					ac%		60	60														0
Phantom Contact	587	Viz-Jaq'taar Battlegear	xhg	X-War Gauntlets	1	45	65	blac	blac						5	5000	2	res-fire		20	30	ease		-40	-40	all-stats		15	15	swing3		25	25	lifesteal		6	10	manasteal		5	5	mana		50	80									mag%		25	25					ignore-ac		1	1					att		75	75																						0
Noiseless Dance	588	Viz-Jaq'taar Battlegear	xhb	X-War Boots	1	45	68	blac	blac						5	5000	2	ac/lvl	12			ease		-20	-20	kick/lvl	6			move3		40	40	ass		1	2	regen-mana		20	20	charge-noconsume		25	25									gold%		50	50					wounds/lvl	3							healperhit		5	5					charge-noconsume		25	25														0
Watchfulness	589	Stalwart Vigilance	uhl	E-Giant Conch	2	25	55	dgld	dgld						5	5000	2	ac%		50	80	all-stats		10	10	allskills		1	1	red-dmg%		8	8	res-pois-len		75	75	res-pois		40	50	move3		20	20									mag%		25	25					dmg-undead		200	200	dmg-demon		100	100	ac%		75	75																						0
Fearlessness	590	Stalwart Vigilance	9tw	X-Greater Talons	2	25	48	dgld	dgld						5	5000	2	dmg%		270	300	dmg-mag		50	100	ass		2	3	skilltab	19	1	2	lifesteal		8	12	manasteal		8	12	charge-noconsume		40	40	oskill_hide	393	1	1					swing3		20	20					dmg-norm		30	50					charge-noconsume		30	30																						0
Guardedness	591	Stalwart Vigilance	ucl	E-Loricated Mail	3	25	60	dgld	dgld						5	5000	2	ac%		90	120	res-cold		20	30	res-fire		20	30	heal-kill		8	8	att/lvl	3			charge-noconsume		30	30	gethit-skill	Battle Orders	8	6									mana-kill		3	3					hp/lvl	8							ac%		50	50																						0
Alertness	592	Stalwart Vigilance	xhb	X-War Boots	2	25	42	dgld	dgld						5	5000	2	ac		150	200	ease		-30	-30	move3		30	30	dex		20	30	res-ltng		30	40	kick/lvl	4															gold%		50	50					mana		80	80					ignore-ac		1	1																						0
Savage Vision	593	Qual-Kehk's War Attire	ba9	X-Savage Helmet	2	25	44	oran	oran						5	5000	2	ac%		70	90	bar		2	3	skilltab	12	1	2	hp		60	60	str		15	25	res-ltng		25	35	att		50	50									mana		80	80					heal-kill		9	9					ac%		75	75																						0
Secure Bastion	594	Qual-Kehk's War Attire	ucl	E-Loricated Mail	3	25	58	oran	oran						5	5000	2	ac%		110	140	gold%		50	50	res-cold		25	35	res-fire		25	35	balance3		25	35	dmg-to-mana		15	25	cast3		20	30									gethit-skill	Inner Sight	15	10					ac%		50	50					red-dmg%		8	8																						0
Stalwart Grip	595	Qual-Kehk's War Attire	xvg	X-Sharkskin Gloves	2	25	50	oran	oran						5	5000	2	ac/lvl	8			allskills		1	1	att/lvl	3			all-stats		10	10	res-pois		25	35	res-pois-len		60	80	crush		20	30									mag%		25	25					hp%		5	5					ignore-ac		1	1																						0
Death's Pointer	596	Qual-Kehk's War Attire	7gl	E-Ghost Glaive	3	25	64	oran	oran						5	5000	2	dmg%		230	260	dmg-max		30	30	swing3		30	30	att		50	50	manasteal		5	5	lifesteal		7	9	oskill_hide	393	1	1									swing3		20	20					dmg-min		50	50					deadly		25	25																						0
Sacred Trust	597	Fiacla-Gear Armament	urs	E-Great Hauberk	2	45	77	dgry	dgry						5	5000	2	ac%		110	140	allskills		1	1	res-all		15	25	mana/lvl	8			extra-pois		20	20	pierce-pois		20	20													move3		25	25					hp%		8	8					reduce-ac		25	25					ac%		50	50	aura	Redemption	3	3										0
Arreat's Adoration	598	Fiacla-Gear Armament	xvg	X-Sharkskin Gloves	1	45	66								5	5000	2	all-stats		30	30	mag%		50	50	regen		8	8	cast3		15	15	mana-kill		4	6	charged	Lower Resist	120	6													cast3		15	15					gold%		50	50					heal-kill		10	10					ac		250	250														0
Natures Affinity	599	Fiacla-Gear Armament	dre	E-Sky Spirit	2	45	70	dgry	dgry						5	5000	2	ac%		80	120	dru		2	2	regen-mana		35	35	mana		50	50	cast3		20	30	ravenhits		2	2													hp		80	80					ravendmg		1	1					mana%		15	15					ac%		75	75														0
Great Oak's Roots	600	Fiacla-Gear Armament	xmb	X-Mesh Boots	1	45	74	oran	oran						5	5000	2	ac%		170	200	move3		30	30	balance3		15	25	dmg-to-mana		12	12	ignore-ac		1	1	red-dmg%		5	7	str		15	15									nofreeze		1	1					hit-skill	Mark of the Bear	100	1	hit-skill	Mark of the Wolf	100	1	oskill	Decrepify	1	1					ac		120	120														0
Myth Protector	601	Fiacla-Gear Armament	7fl	E-Scourge	2	45	80								5	5000	2	dmg%		350	380	dmg		40	40	swing3		30	30	lifesteal		10	14	manasteal		6	6	dru		1	3	att%		50	50	oskill_hide	393	1	1					extra-fire		15	15	dmg-fire		120	180	swing3		20	20					extra-cold		15	15	dmg-cold	50	240	360	dmg-max		120	120														0
Everlasting Link	602	Scosglen Souvenir	drd	E-Earth Spirit	3	25	59								5	5000	2	ac%		90	120	regen-mana		30	30	balance3		25	25	enr		20	20	dru		2	3	res-fire		20	30	ravenhits		3	3									dmg-to-mana		10	10					nofreeze		1	1					ac%		75	75	ravendmg		1	1																		0
Foggy Remembrance	603	Scosglen Souvenir	ula	E-Scarab Husk	2	25	52	dgld	dgld						5	5000	2	ac%		100	120	ease		-50	-50	all-stats		20	20	heal-kill		10	10	allskills		1	1	move3		25	25	gethit-skill	Chilling Armor	15	4									res-ltng		30	30					gold%		50	50					ac%		75	75																						0
Great Oak's Branch	604	Scosglen Souvenir	6cs	E-Elder Staff	3	25	64			invcstu					5	5000	2	dmg%		270	300	dmg-elem	75	40	60	cast3		50	50	mana-kill		4	4	swing3		40	40	extra-elem		10	20	res-cold		20	30	oskill_hide	393	1	1					mag%		25	25					dmg-norm		60	100					hit-skill	Mark of the Bear	100	1	hit-skill	Mark of the Wolf	100	1																		0
Werewolf Fur	605	Scosglen Souvenir	xlg	X-Demonhide Gloves	2	25	44								5	5000	2	ac		200	300	lifesteal		8	12	manasteal		4	6	att		40	40	res-pois		40	40	res-pois-len		50	50													swing3		15	15					hp%		5	5					ignore-ac		1	1																						0
Pointy Execution	606	Rathma's Will	tkf	N-Throwing Knife	2	5	18	cgrn	cgrn						5	5000	2	dmg%		135	165	swing3		25	25	att		40	60	str		10	10	manasteal		4	6																	lifesteal		4	4					dmg/lvl	8							extra-pois		10	10	extra-fire		10	10																		0
Linarian's Trophy	607	Rathma's Will	ne5	N-Demon Head	2	5	12								5	5000	2	ac%		110	130	block		20	20	cast3		20	30	nec		1	2																					gold%		25	25					block3		15	15					ac%		100	100																						0
Demonic Restraint	608	Rathma's Will	scl	N-Scale Mail	2	5	16	blac	blac						5	5000	2	ac%		100	140	half-freeze		1	1	res-cold		15	25	res-fire		15	25	mana-kill		2	2																	balance3		15	15					heal-kill		3	3					ac%		50	50																						0
Death Step	609	Rathma's Will	mbt	N-Chain Boots	2	5	14	blac	blac						5	5000	2	move3		25	25	mag%		50	50	res-ltng		15	25	regen-mana		25	25																					mana		35	35					skilltab	6	1	1					ac/lvl	12																								0
Holy Horns	610	Zakarum's Last Hope	xhm	X-Winged Helm	2	25	55	blac	blac						5	5000	2	ac%		90	120	all-stats		10	10	balance2		30	30	allskills		1	1	deadly		33	33	crush		20	20	dex		25	25									mag%		25	25					swing2		20	20					ac%		60	60																						0
Holy Harness	611	Zakarum's Last Hope	xld	X-Sharktooth Armor	2	25	48	blac	blac						5	5000	2	ac%		100	140	cast3		35	45	str		20	30	oskill	Natural Resistance	4	4	red-dmg%		10	10	hp		100	100													regen-mana		50	50					mana-kill		4	4					ac%		50	50																						0
Holy Havoc	612	Zakarum's Last Hope	7qs	E-Seraph Rod	3	25	65	blac	blac						5	5000	2	dmg%		270	300	dmg/lvl	12			swing3		35	35	lifesteal		8	12	manasteal		5	5	att%		50	50	extra_holybolt		2	2	oskill_hide	393	1	1					swing3		15	15					dmg		70	70					ignore-ac		1	1																						0
Holy Harbor	613	Zakarum's Last Hope	pad	E-Kurast Shield	3	25	62	blac	blac	invgtsu					5	5000	2	ac%		110	150	block		10	10	block2		35	35	heal-kill		10	10	pal		2	3	skilltab	11	1	2	dmg%		100	100	oskill_hide	393	1	1					gold%		50	50					nofreeze		1	1					mana%		40	40																						0
Mage's Orb	614	Zann Esu Elements	obe	E-Vortex Orb	2	45	79	dgld	dgld						5	5000	2	sor		2	3	cast3		25	35	mana/lvl	14			skill	Fire Mastery	3	3	skill	Lightning Mastery	3	3	skill	Cold Mastery	3	3	oskill_hide	393	1	1									regen		8	8					nofreeze		1	1					sor		1	1					oskill	Lower Resist	1	1														0
Mage's Circle	615	Zann Esu Elements	uuc	E-Heater	2	45	72			invxmlu					5	5000	2	ac%/lvl	10			block		40	40	block3		15	15	sor		1	2	res-pois-max		8	8	res-pois		40	40	res-pois-len		60	80	oskill_hide	393	1	1													block3		15	15					dex		20	20					ac%		80	80														0
Mage's Harness	616	Zann Esu Elements	xcl	X-Tigulated Mail	1	45	69	lyel	lyel						5	5000	2	ac%		90	120	all-stats		15	15	red-dmg%		8	12	dmg-to-mana		15	25	cast3		40	40	mana%		20	20													regen-mana		50	50													red-mag		8	8	red-dmg		5	5	ac%		50	50														0
Mage's Endurance	617	Zann Esu Elements	xvb	X-Sharkskin Boots	1	45	66	dgry	dgry						5	5000	2	ac/lvl	16			move3		30	30	str		15	15	res-all		25	35	mag%		50	50	cast3		20	20													gold%		50	50					move3		20	20																														0
Mage's Visage	618	Zann Esu Elements	usk	E-Demonhead	2	45	75	lgrn	lgrn						5	5000	2	allskills		1	1	balance3		25	35	vit		15	15	mana-kill		6	6	heal-kill		10	14	oskill	teleport	1	1													hp		50	50													aura	Redemption	6	6					ac%		65	65														0
