description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest mid	1				100	15	362	78		2	tors,any	ka3						useitem			100	cast1	100		10	10						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest mid	1				100	15	362	72		2	tors,any	ka3						useitem			100	hp%	100		4	6						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest mid end	1				100	15	362	66		2	tors,any	ka3						useitem			100	red-dmg	100		6	10						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest low start	1				100	15	362	64		2	tors,any	ka3						useitem			100	ac%	100		50	80						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest low	1				100	15	362	62		2	tors,any	ka3						useitem			100	regen	100		10	20						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest low	1				100	15	362	60		2	tors,any	ka3						useitem			100	regen-mana	100		10	20						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest low	1				100	15	362	58		2	tors,any	ka3						useitem			100	res-pois	100		15	30						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest low	1				100	15	362	56		2	tors,any	ka3						useitem			100	res-cold	100		15	30						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest low	1				100	15	362	54		2	tors,any	ka3						useitem			100	res-ltng	100		15	30						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest low end	1				100	15	362	50		2	tors,any	ka3						useitem			100	res-fire	100		15	30						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest socket	1				100	15	362	49		2	tors,any	ka3						useitem,uns			100	sock	100		4	4						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest socket	1				100	15	362	45		2	tors,any	ka3						useitem,uns			100	sock	100		3	3						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest socket	1				100	15	362	36		2	tors,any	ka3						useitem,uns			100	sock	100		2	2						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest socket	1				100	15	362	26		2	tors,any	ka3						useitem,uns			100	sock	100		1	1						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Torso & Corruption Orb = If item corrupteddummy = chest Brick	1				100	15	362	25		2	tors,any	ka3						usetype,rar			100											corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive weapon start	1				100	15	362	100		2	weap,any	ka3						useitem			100	allskills	100		1	1						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive	1				100	15	362	99		2	weap,any	ka3						useitem			100	cast1	100		10	10	extra-fire			5	5	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive	1				100	15	362	98		2	weap,any	ka3						useitem			100	cast1	100		10	10	extra-cold			5	5	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive	1				100	15	362	97		2	weap,any	ka3						useitem			100	cast1	100		10	10	extra-ltng			5	5	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive	1				100	15	362	96		2	weap,any	ka3						useitem			100	cast1	100		10	10	extra-pois			5	5	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive	1				100	15	362	95		2	weap,any	ka3						useitem			100	dmg%	100		80	120	swing1			20	20	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive	1				100	15	362	94		2	weap,any	ka3						useitem			100	dmg%	100		80	120	att			250	350	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive	1				100	15	362	93		2	weap,any	ka3						useitem			100	dmg%	100		50	70	deadly			15	25	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive	1				100	15	362	92		2	weap,any	ka3						useitem			100	dmg%	100		50	70	ignore-ac			1	1	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, apply strongest positive weapon end	1				100	15	362	91		2	weap,any	ka3						useitem			100	swing1	100		20	30	crush			15	25	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon mid start	1				100	15	362	90		2	weap,any	ka3						useitem			100	cast1	100		5	10						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon mid	1				100	15	362	86		2	weap,any	ka3						useitem			100	swing1	100		20	30						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon mid	1				100	15	362	82		2	weap,any	ka3						useitem			100	dmg%	100		20	40	lifesteal			5	8	corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon mid	1				100	15	362	79		2	weap,any	ka3						useitem			100	att	100		200	300						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon mid	1				100	15	362	77		2	weap,any	ka3						useitem			100	pierce-fire	100		5	10						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon mid	1				100	15	362	74		2	weap,any	ka3						useitem			100	pierce-cold	100		5	10						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon mid	1				100	15	362	72		2	weap,any	ka3						useitem			100	pierce-ltng	100		5	10						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon mid end	1				100	15	362	70		2	weap,any	ka3						useitem			100	pierce-pois	100		5	10						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon low start	1				100	15	362	69		2	weap,any	ka3						useitem			100	dmg%	100		40	80						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon low	1				100	15	362	67		2	weap,any	ka3						useitem			100	att	100		100	200						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon low	1				100	15	362	65		2	weap,any	ka3						useitem			100	mana	100		30	50						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon low	1				100	15	362	60		2	weap,any	ka3						useitem			100	heal-kill	100		4	6						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon low	1				100	15	362	55		2	weap,any	ka3						useitem			100	mana-kill	100		2	5						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy = 100, weapon low end	1				100	15	362	50		2	weap,any	ka3						useitem			100	mag%	100		20	30						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy weapon socket	1				100	15	362	49		2	weap,any	ka3						useitem,uns			100	sock			4	4						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy weapon socket	1				100	15	362	46		2	weap,any	ka3						useitem,uns			100	sock			3	3						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy weapon socket	1				100	15	362	36		2	weap,any	ka3						useitem,uns			100	sock			2	2						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy weapon socket	1				100	15	362	26		2	weap,any	ka3						useitem,uns			100	sock			1	1						corrupted			1	1	corruptedDummy			101	101																																																																0
CORRUPT ITEM SUCCESS - Weapon & Corruption Orb = If item corrupteddummy weapon brick	1				100	15	362	25		2	weap,any	ka3						usetype,rar			100											corrupted			1	1	corruptedDummy			101	101																																																																0
