Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	*eol
Frozenstein Item (H) Desecrated C			5					10	Gold 2x	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Frozenstein Item (H) Desecrated D			5					10	Gold 2x	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Frozenstein Item (H) Desecrated E			5					10	Gold 2x	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Frozenstein Item (H) Desecrated F			5					10	Gold 2x	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Frozenstein			-2	800	800	900	1024	0	Frozenstein Item	1	Frozenstein Rune	1																							0
Frozenstein Desecrated A	27	28	-3	800	800	900	1024	0	Corruption Orb	1	Frozenstein Item Desecrated A	1	Frozenstein Rune	1																					0
Frozenstein Desecrated B	27	38	-3	800	800	900	1024	0	Corruption Orb	1	Frozenstein Item Desecrated B	1	Frozenstein Rune	1																					0
Frozenstein Desecrated C	27	48	-3	800	800	900	1024	0	Corruption Orb	1	Frozenstein Item Desecrated C	1	Frozenstein Rune	1																					0
Frozenstein (N)			-2	800	800	900	1024	0	Frozenstein Item (N)	1	Frozenstein Rune (N)	1																							0
Frozenstein (N) Desecrated A	27	60	-4	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Frozenstein Item (N) Desecrated A	1	Frozenstein Rune (N) Desecrated	1																			0
Frozenstein (N) Desecrated B	27	66	-4	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Frozenstein Item (N) Desecrated B	1	Frozenstein Rune (N) Desecrated	1																			0
Frozenstein (N) Desecrated C	27	73	-4	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Frozenstein Item (N) Desecrated C	1	Frozenstein Rune (N) Desecrated	1																			0
Frozenstein (H)			-2	800	800	900	1024	0	Frozenstein Item (H)	1	Frozenstein Rune (H)	1																							0
Frozenstein (H) Desecrated A	27	81	-5	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Frozenstein Item (H) Desecrated D	1	Frozenstein Rune (H) Desecrated	1																	0
Frozenstein (H) Desecrated B	27	84	-5	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Frozenstein Item (H) Desecrated E	1	Frozenstein Rune (H) Desecrated	1																	0
Frozenstein (H) Desecrated C	27	87	-5	800	800	900	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Frozenstein Item (H) Desecrated F	1	Frozenstein Rune (H) Desecrated	1																	0
Frozenstein (H) Desecrated D	35	90	-5	883	883	983	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Frozenstein Item (H) Desecrated D	1	Frozenstein Rune (H) Desecrated	1																	0
Frozenstein (H) Desecrated E	35	93	-5	883	883	983	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Frozenstein Item (H) Desecrated E	1	Frozenstein Rune (H) Desecrated	1																	0
Frozenstein (H) Desecrated F	35	96	-5	883	883	983	1024	0	Sunder Charms	1	Corruption Orb	1	Shadow Orb	1	Frozenstein Item (H) Desecrated F	1	Frozenstein Rune (H) Desecrated	1																	0
Baal Item			7					5	Gold 2x	2	Act 1 (N) Equip A	52	Act 1 (N) Junk	5	Act 1 (N) Good	3																			0
Baal Item Desecrated			7					5	Gold 1.5x	5	Act 3 (N) Equip A	52	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Baal Item (N)			7					5	Gold 2x	2	Act 1 (H) Equip A	52	Act 1 (H) Junk	5	Act 1 (H) Good	3																			0
Baal Item (N) Desecrated			7					5	Gold 1.5x	5	Act 3 (H) Equip A	52	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Baal Item (H)			7					5	Gold 2.5x	2	Act 5 (H) Equip B	52	Act 5 (H) Junk	3	Act 5 (H) Good	3																			0
Baal Item (H) Desecrated			7					5	Gold 2x	5	Act 5 (H) Equip C	52	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Baal			-1	983	983	983	1024	0	Baal Item	1																									0
Baal Desecrated	29	60	-3	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Baal Item Desecrated	1																					0
Baal (N)			-1	983	983	983	1024	0	Baal Item (N)	1																									0
Baal (N) Desecrated	29	75	-4	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Baal Item (N) Desecrated	1																			0
Baal (H)			-2	983	983	983	1024	0	Baal Item (H)	1	Socket Orb	1																							0
Baal (H) Desecrated	29	99	-5	983	983	983	1024	0	Corruption Orb	1	Socket Orb	1	Sunder Charms	1	Sunder Charms	1	Baal Item (H) Desecrated	1																	0
Baalq Item			7					5	Act 1 (N) Equip A	52	Act 1 (N) Good	3																							0
Baalq Item (N)			7					5	Act 1 (H) Equip A	52	Act 1 (H) Good	3																							0
Baalq Item (H)			7					5	Act 5 (H) Equip B	52	Act 5 (H) Good	3																							0
Baalq			-1	993	993	1024	1024	0	Baalq Item	1																									0
Baalq (N)			-2	993	993	1024	1024	0	Socket Orb	1	Baalq Item (N)	1																							0
Baalq (H)			-2	993	993	1024	1024	0	Socket Orb	1	Baalq Item (H)	1																							0
Blood Raven Item			5					5	Gold 2x	7	Act 1 Equip B	19	Act 1 Junk	5	Act 1 Good	3																			0
Blood Raven Item Desecrated A			5					5	Gold 1.5x	14	Act 1 Equip C	19	Act 1 Junk	5	Act 1 Good	3																			0
Blood Raven Item Desecrated B			5					5	Gold 1.5x	14	Act 4 Equip B	19	Act 4 Junk	5	Act 4 Good	3																			0
Blood Raven Item Desecrated C			5					5	Gold 1.5x	14	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Blood Raven Item (N)			5					5	Gold 2x	7	Act 1 (N) Equip B	19	Act 1 (N) Junk	5	Act 1 (N) Good	3																			0
Blood Raven Item (N) Desecrated A			5					5	Gold 1.5x	14	Act 1 (N) Equip C	19	Act 1 (N) Junk	5	Act 1 (N) Good	3																			0
Blood Raven Item (N) Desecrated B			5					5	Gold 1.5x	14	Act 4 (N) Equip B	19	Act 4 (N) Junk	5	Act 4 (N) Good	3																			0
Blood Raven Item (N) Desecrated C			5					5	Gold 1.5x	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Blood Raven Item (H)			5					5	Gold 2.5x	7	Act 1 (H) Equip B	19	Act 1 (H) Junk	5	Act 1 (H) Good	3																			0
Blood Raven Item (H) Desecrated A			5					5	Gold 2x	14	Act 4 (H) Equip B	19	Act 4 (H) Junk	5	Act 4 (H) Good	3																			0
Blood Raven Item (H) Desecrated B			5					5	Gold 2x	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Blood Raven Item (H) Desecrated C			5					5	Gold 2x	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Blood Raven Item (H) Desecrated D			5					5	Gold 2x	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Blood Raven			-1	800	800	972	1024	0	Blood Raven Item	1																									0
Blood Raven Desecrated A	30	10	-2	800	800	972	1024	0	Corruption Orb	1	Blood Raven Item Desecrated A	1																							0
Blood Raven Desecrated B	30	29	-2	800	800	972	1024	0	Corruption Orb	1	Blood Raven Item Desecrated B	1																							0
Blood Raven Desecrated C	30	48	-2	800	800	972	1024	0	Corruption Orb	1	Blood Raven Item Desecrated C	1																							0
Blood Raven (N)			-1	800	800	972	1024	0	Blood Raven Item (N)	1																									0
Blood Raven (N) Desecrated A	30	43	-3	800	800	972	1024	0	Corruption Orb	1	Sunder Charms	1	Blood Raven Item (N) Desecrated A	1																					0
Blood Raven (N) Desecrated B	30	57	-3	800	800	972	1024	0	Corruption Orb	1	Sunder Charms	1	Blood Raven Item (N) Desecrated B	1																					0
Blood Raven (N) Desecrated C	30	73	-3	800	800	972	1024	0	Corruption Orb	1	Sunder Charms	1	Blood Raven Item (N) Desecrated C	1																					0
Blood Raven (H)			-1	800	800	972	1024	0	Blood Raven Item (H)	1																									0
Blood Raven (H) Desecrated A	30	88	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Blood Raven Item (H) Desecrated A	1																			0
Blood Raven (H) Desecrated B	30	90	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Blood Raven Item (H) Desecrated B	1																			0
Blood Raven (H) Desecrated C	30	93	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Blood Raven Item (H) Desecrated C	1																			0
Blood Raven (H) Desecrated D	30	96	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Blood Raven Item (H) Desecrated D	1																			0
Smith Item			5					5	Act 1 Uitem C	1	Act 1 Melee B	2																							0
Smith Item Desecrated A			5					5	Act 2 Uitem A	1	Act 2 Melee A	2																							0
Smith Item Desecrated B			5					5	Act 4 Uitem B	1	Act 4 Melee B	2																							0
Smith Item Desecrated C			5					5	Act 3 (N) Uitem A	1	Act 3 (N) Melee A	2																							0
Smith Item (N)			5					5	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																							0
Smith Item (N) Desecrated A			5					5	Act 2 (N) Uitem A	1	Act 2 (N) Melee A	2																							0
Smith Item (N) Desecrated B			5					5	Act 4 (N) Uitem B	1	Act 4 (N) Melee B	2																							0
Smith Item (N) Desecrated C			5					5	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2																							0
Smith Item (H)			5					5	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																							0
Smith Item (H) Desecrated A			5					5	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2																							0
Smith Item (H) Desecrated B			5					5	Act 3 (H) Uitem B	2	Act 3 (H) Melee B	4																							0
Smith Item (H) Desecrated C			5					5	Act 3 (H) Uitem C	2	Act 3 (H) Melee B	4																							0
Smith Item (H) Desecrated D			5					5	Act 4 (H) Uitem A	2	Act 4 (H) Melee A	4																							0
Smith Item (H) Desecrated E			5					5	Act 4 (H) Uitem B	2	Act 4 (H) Melee B	4																							0
Smith Item (H) Desecrated F			5					5	Act 4 (H) Uitem B	2	Act 4 (H) Melee B	4																							0
Smith Item (H) Desecrated G			5					5	Act 5 (H) Uitem A	2	Act 5 (H) Melee A	4																							0
Smith Item (H) Desecrated H			5					5	Act 5 (H) Uitem B	2	Act 5 (H) Melee B	4																							0
Smith Item (H) Desecrated I			5					5	Act 5 (H) Uitem C	2	Act 5 (H) Melee C	4																							0
Smith			-1	800	800	972	1024	0	Smith Item	1																									0
Smith Desecrated A	31	13	-2	800	800	972	1024	0	Corruption Orb	1	Smith Item Desecrated A	1																							0
Smith Desecrated B	31	32	-2	800	800	972	1024	0	Corruption Orb	1	Smith Item Desecrated B	1																							0
Smith Desecrated C	31	48	-2	800	800	972	1024	0	Corruption Orb	1	Smith Item Desecrated C	1																							0
Smith (N)			-1	800	800	972	1024	0	Smith Item (N)	1																									0
Smith (N) Desecrated A	31	43	-3	800	800	972	1024	0	Corruption Orb	1	Sunder Charms	1	Smith Item (N) Desecrated A	1																					0
Smith (N) Desecrated B	31	57	-3	800	800	972	1024	0	Corruption Orb	1	Sunder Charms	1	Smith Item (N) Desecrated B	1																					0
Smith (N) Desecrated C	31	73	-3	800	800	972	1024	0	Corruption Orb	1	Sunder Charms	1	Smith Item (N) Desecrated C	1																					0
Smith (H)			-1	800	800	972	1024	0	Smith Item (H)	1																									0
Smith (H) Desecrated A	31	73	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Smith Item (H) Desecrated A	1																			0
Smith (H) Desecrated B	31	75	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Smith Item (H) Desecrated B	1																			0
Smith (H) Desecrated C	31	78	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Smith Item (H) Desecrated C	1																			0
Smith (H) Desecrated D	31	81	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Smith Item (H) Desecrated D	1																			0
Smith (H) Desecrated E	31	84	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Smith Item (H) Desecrated E	1																			0
Smith (H) Desecrated F	31	87	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Smith Item (H) Desecrated F	1																			0
Smith (H) Desecrated G	31	90	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Smith Item (H) Desecrated G	1																			0
Smith (H) Desecrated H	31	93	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Smith Item (H) Desecrated H	1																			0
Smith (H) Desecrated I	31	96	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Smith Item (H) Desecrated I	1																			0
Izual Item			5					5	Gold 1.5x	7	Act 4 Equip B	19	Act 4 Junk	5	Act 4 Good	3																			0
Izual Item Desecrated A	32	29	5					5	Gold 1.5x	14	Act 4 Equip B	19	Act 4 Junk	5	Act 4 Good	3																			0
Izual Item Desecrated B	32	38	5					5	Gold 1.5x	14	Act 5 Equip C	19	Act 5 Junk	5	Act 5 Good	3																			0
Izual Item Desecrated C	32	48	5					5	Gold 1.5x	14	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3																			0
Izual Item (N)			5					5	Gold 2x	7	Act 4 (N) Equip B	19	Act 4 (N) Junk	5	Act 4 (N) Good	3																			0
Izual Item (N) Desecrated A	32	60	5					5	Gold 1.5x	14	Act 4 (N) Equip B	19	Act 4 (N) Junk	5	Act 4 (N) Good	3																			0
Izual Item (N) Desecrated B	32	66	5					5	Gold 1.5x	14	Act 5 (N) Equip C	19	Act 5 (N) Junk	5	Act 5 (N) Good	3																			0
Izual Item (N) Desecrated C	32	73	5					5	Gold 1.5x	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3																			0
Izual Item (H)			5					5	Gold 2.5x	7	Act 4 (H) Equip B	19	Act 4 (H) Junk	5	Act 4 (H) Good	3																			0
Izual Item (H) Desecrated A			5					5	Gold 2x	14	Act 4 (H) Equip B	19	Act 4 (H) Junk	5	Act 4 (H) Good	3																			0
Izual Item (H) Desecrated B			5					5	Gold 2x	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Izual Item (H) Desecrated C			5					5	Gold 2x	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Izual Item (H) Desecrated D			5					5	Gold 2x	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																			0
Izual			-1	800	800	972	1024	0	Izual Item	1																									0
Izual Desecrated A	32	29	-2	800	800	972	1024	0	Corruption Orb	1	Izual Item Desecrated A	1																							0
Izual Desecrated B	32	38	-2	800	800	972	1024	0	Corruption Orb	1	Izual Item Desecrated B	1																							0
Izual Desecrated C	32	48	-2	800	800	972	1024	0	Corruption Orb	1	Izual Item Desecrated C	1																							0
Izual (N)			-1	800	800	972	1024	0	Izual Item (N)	1																									0
Izual (N) Desecrated A	32	60	-3	800	800	972	1024	0	Corruption Orb	1	Sunder Charms	1	Izual Item (N) Desecrated A	1																					0
Izual (N) Desecrated B	32	66	-3	800	800	972	1024	0	Corruption Orb	1	Sunder Charms	1	Izual Item (N) Desecrated B	1																					0
Izual (N) Desecrated C	32	73	-3	800	800	972	1024	0	Corruption Orb	1	Sunder Charms	1	Izual Item (N) Desecrated C	1																					0
Izual (H)			-1	800	800	972	1024	0	Izual Item (H)	1																									0
Izual (H) Desecrated A	32	86	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Izual Item (H) Desecrated A	1																			0
Izual (H) Desecrated B	32	90	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Izual Item (H) Desecrated B	1																			0
Izual (H) Desecrated C	32	93	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Izual Item (H) Desecrated C	1																			0
Izual (H) Desecrated D	32	96	-4	800	800	972	1024	0	Corruption Orb	1	Shadow Orb	1	Sunder Charms	1	Izual Item (H) Desecrated D	1																			0
Act 1 Super A	18	0	-3	800	800	972	1024	0	Act 1 Uitem A	2	Act 1 Cpot A	1																							0
Act 1 Super B	18	5	-3	800	800	972	1024	0	Act 1 Uitem B	2	Act 1 Cpot B	1																							0
Act 1 Super C	18	9	-3	800	800	972	1024	0	Act 1 Uitem C	2	Act 1 Cpot C	1																							0
Act 2 Super A	18	12	-3	800	800	972	1024	0	Act 2 Uitem A	2	Act 2 Cpot A	1																							0
Act 2 Super B	18	15	-3	800	800	972	1024	0	Act 2 Uitem B	2	Act 2 Cpot B	1																							0
Act 2 Super C	18	18	-3	800	800	972	1024	0	Act 2 Uitem C	2	Act 2 Cpot C	1																							0
Act 3 Super A	18	20	-3	800	800	972	1024	0	Act 3 Uitem A	2	Act 3 Cpot A	1																							0
Act 3 Super B	18	22	-3	800	800	972	1024	0	Act 3 Uitem B	2	Act 3 Cpot B	1																							0
Act 3 Super C	18	24	-3	800	800	972	1024	0	Act 3 Uitem C	2	Act 3 Cpot C	1																							0
Act 4 Super A	18	26	-3	800	800	972	1024	0	Act 4 Uitem A	2	Act 4 Cpot A	1																							0
Act 4 Super B	18	29	-3	800	800	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	1																							0
Act 4 Super C	18	32	-3	800	800	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	1																							0
Act 5 Super A	18	34	-3	800	800	972	1024	0	Act 5 Uitem A	2	Act 5 Cpot A	1																							0
Act 5 Super B	18	36	-3	800	800	972	1024	0	Act 5 Uitem B	2	Act 5 Cpot B	1																							0
Act 5 Super C	18	38	-3	800	800	972	1024	0	Act 5 Uitem C	2	Act 5 Cpot C	1																							0
Act 1 (N) Super A	18	40	-3	800	800	972	1024	0	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	1																							0
Act 1 (N) Super B	18	41	-3	800	800	972	1024	0	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	1																							0
Act 1 (N) Super C	18	42	-3	800	800	972	1024	0	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	1																							0
Act 2 (N) Super A	18	44	-3	800	800	972	1024	0	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	1																							0
Act 2 (N) Super B	18	45	-3	800	800	972	1024	0	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	1																							0
Act 2 (N) Super C	18	46	-3	800	800	972	1024	0	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	1																							0
Act 3 (N) Super A	18	48	-3	800	800	972	1024	0	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	1																							0
Act 3 (N) Super B	18	50	-3	800	800	972	1024	0	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	1																							0
Act 3 (N) Super C	18	51	-3	800	800	972	1024	0	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	1																							0
Act 4 (N) Super A	18	54	-3	800	800	972	1024	0	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	1																							0
Act 4 (N) Super B	18	57	-3	800	800	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	1																							0
Act 4 (N) Super C	18	60	-3	800	800	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	1																							0
Act 5 (N) Super A	18	62	-3	800	800	972	1024	0	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	1																							0
Act 5 (N) Super B	18	63	-3	800	800	972	1024	0	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	1																							0
Act 5 (N) Super C	18	66	-3	800	800	972	1024	0	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	1																							0
Act 1 (H) Super A	18	67	-3	800	800	972	1024	0	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	1																							0
Act 1 (H) Super B	18	67	-3	800	800	972	1024	0	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	1																							0
Act 1 (H) Super C	18	68	-3	800	800	972	1024	0	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	1																							0
Act 2 (H) Super A	18	68	-3	800	800	972	1024	0	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	1																							0
Act 2 (H) Super B	18	69	-3	800	800	972	1024	0	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	1																							0
Act 2 (H) Super C	18	72	-3	800	800	972	1024	0	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	1																							0
Act 3 (H) Super A	18	73	-3	800	800	972	1024	0	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	1																							0
Act 3 (H) Super B	18	75	-3	800	800	972	1024	0	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	1																							0
Act 3 (H) Super C	18	78	-3	800	800	972	1024	0	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	1																							0
Act 4 (H) Super A	18	81	-3	800	800	972	1024	0	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	1																							0
Act 4 (H) Super B	18	84	-3	800	800	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	1																							0
Act 4 (H) Super C	18	87	-3	800	800	972	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	1																							0
Act 5 (H) Super A	18	90	-3	800	800	972	1024	0	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	1																							0
Act 5 (H) Super B	18	93	-3	800	800	972	1024	0	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	1																							0
Act 5 (H) Super C	18	96	-3	800	800	972	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	1																							0
Act 1 Super Ax	19	0	-3	512	654	972	1024	0	Act 1 Uitem A	2	Act 1 Cpot A	1																							0
Act 1 Super Bx	19	5	-3	512	654	972	1024	0	Act 1 Uitem B	2	Act 1 Cpot B	1																							0
Act 1 Super Cx	19	9	-3	512	654	972	1024	0	Act 1 Uitem C	2	Act 1 Cpot C	1																							0
Act 2 Super Ax	19	12	-3	512	654	972	1024	0	Act 2 Uitem A	2	Act 2 Cpot A	1																							0
Act 2 Super Bx	19	15	-3	512	654	972	1024	0	Act 2 Uitem B	2	Act 2 Cpot B	1																							0
Act 2 Super Cx	19	18	-3	512	654	972	1024	0	Act 2 Uitem C	2	Act 2 Cpot C	1																							0
Act 3 Super Ax	19	20	-3	512	654	972	1024	0	Act 3 Uitem A	2	Act 3 Cpot A	1																							0
Act 3 Super Bx	19	22	-3	512	654	972	1024	0	Act 3 Uitem B	2	Act 3 Cpot B	1																							0
Act 3 Super Cx	19	24	-3	512	654	972	1024	0	Act 3 Uitem C	2	Act 3 Cpot C	1																							0
Act 4 Super Ax	19	26	-3	512	654	972	1024	0	Act 4 Uitem A	2	Act 4 Cpot A	1																							0
Act 4 Super Bx	19	29	-3	512	654	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	1																							0
Act 4 Super Cx	19	32	-3	512	654	972	1024	0	Act 4 Uitem B	2	Act 4 Cpot B	1																							0
Act 5 Super Ax	19	34	-3	512	654	972	1024	0	Act 5 Uitem A	2	Act 5 Cpot A	1																							0
Act 5 Super Bx	19	36	-3	512	654	972	1024	0	Act 5 Uitem B	2	Act 5 Cpot B	1																							0
Act 5 Super Cx	19	38	-3	512	654	972	1024	0	Act 5 Uitem C	2	Act 5 Cpot C	1																							0
Act 1 LT	40	9	-3	512	654	972	1024	0	Act 1 LT Item	2	Act 1 Cpot C	1																							0
Act 2 LT	40	18	-3	512	654	972	1024	0	Act 2 LT Item	2	Act 2 Cpot C	1																							0
Act 3 LT	40	24	-3	512	654	972	1024	0	Act 3 LT Item	2	Act 3 Cpot C	1																							0
Act 4 LT	40	32	-3	512	654	972	1024	0	Act 4 LT Item	2	Act 4 Cpot B	1																							0
Act 5 LT	40	38	-3	512	654	972	1024	0	Act 5 LT Item	2	Act 5 Cpot C	1																							0
Act 1 LT Swarm	41	9	-2	512	654	972	1024	0	Act 1 LT Item	1	Act 1 Cpot C	1																							0
Act 2 LT Swarm	41	18	-2	512	654	972	1024	0	Act 2 LT Item	1	Act 2 Cpot C	1																							0
Act 3 LT Swarm	41	24	-2	512	654	972	1024	0	Act 3 LT Item	1	Act 3 Cpot C	1																							0
Act 4 LT Swarm	41	32	-2	512	654	972	1024	0	Act 4 LT Item	1	Act 4 Cpot B	1																							0
Act 5 LT Swarm	41	38	-2	512	654	972	1024	0	Act 5 LT Item	1	Act 5 Cpot C	1																							0
Act 1 (N) Super Ax	19	40	-3	512	654	972	1024	0	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	1																							0
Act 1 (N) Super Bx	19	41	-3	512	654	972	1024	0	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	1																							0
Act 1 (N) Super Cx	19	42	-3	512	654	972	1024	0	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	1																							0
Act 2 (N) Super Ax	19	44	-3	512	654	972	1024	0	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	1																							0
Act 2 (N) Super Bx	19	45	-3	512	654	972	1024	0	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	1																							0
Act 2 (N) Super Cx	19	46	-3	512	654	972	1024	0	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	1																							0
Act 3 (N) Super Ax	19	48	-3	512	654	972	1024	0	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	1																							0
Act 3 (N) Super Bx	19	50	-3	512	654	972	1024	0	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	1																							0
Act 3 (N) Super Cx	19	51	-3	512	654	972	1024	0	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	1																							0
Act 4 (N) Super Ax	19	54	-3	512	654	972	1024	0	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	1																							0
Act 4 (N) Super Bx	19	57	-3	512	654	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	1																							0
Act 4 (N) Super Cx	19	60	-3	512	654	972	1024	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	1																							0
Act 5 (N) Super Ax	19	62	-3	512	654	972	1024	0	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	1																							0
Act 5 (N) Super Bx	19	63	-3	512	654	972	1024	0	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	1																							0
Act 5 (N) Super Cx	19	66	-3	512	654	972	1024	0	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	1																							0
Act 1 (N) LT	40	42	-3	512	654	972	1024	0	Act 1 (N) LT Item	2	Act 1 (N) Cpot C	1																							0
Act 2 (N) LT	40	46	-3	512	654	972	1024	0	Act 2 (N) LT Item	2	Act 2 (N) Cpot C	1																							0
Act 3 (N) LT	40	51	-3	512	654	972	1024	0	Act 3 (N) LT Item	2	Act 3 (N) Cpot C	1																							0
Act 4 (N) LT	40	60	-3	512	654	972	1024	0	Act 4 (N) LT Item	2	Act 4 (N) Cpot B	1																							0
